best_learning_rate,best_scale_pos_weight,best_max_depth,validation_auc,test_auc,mean_p_exposure,std_p_exposure,min_p_exposure,max_p_exposure
0.1,10,7,0.9220172655112812,0.9204822338253629,0.147993803024292,0.22289316356182098,0.002676439005881548,0.9940714240074158
