late_uniform,late_x_mean,late_x_std,late_x_min,late_x_max,wald_late,two_sls_late,itt_effect,exposure_rate_compliance,control_conversion_rate,first_stage_coef,cate_exposure_corr,cate_late_corr,exposure_late_corr
0.02858053431574254,0.02707468162270608,0.023689416128236475,-0.07066181610514631,0.4841394873253469,0.03206359132133862,0.02858053431574254,0.0011559539551662952,0.036051917690112185,0.0019254281097005213,0.03247659927553471,0.5424392847211461,0.5989664810474133,0.13406615831341281
