learner,fraction_targeted,cumulative_uplift
S-Learner,408638.0,2462.0069413391284
S-Learner,409538.0,2464.37467788754
S-Learner,410272.0,2466.761704169836
S-Learner,411528.0,2471.1287769974533
S-Learner,412419.0,2474.6792789069887
S-Learner,414206.0,2475.4516901991587
S-Learner,415224.0,2476.5537899192
S-Learner,416423.0,2479.9382808346627
S-Learner,417626.0,2479.242853777733
S-Learner,418644.0,2478.773110619386
S-Learner,419644.0,2476.4780292719024
S-Learner,420928.0,2485.7559284408203
S-Learner,422026.0,2488.412024291862
S-Learner,423783.0,2499.242344836396
S-Learner,424829.0,2500.7728973390035
S-Learner,425984.0,2501.6153814320223
S-Learner,426887.0,2502.8968582069974
S-Learner,428409.0,2507.2251734278143
S-Learner,429321.0,2512.2923435597395
S-Learner,430494.0,2509.8206587771647
S-Learner,431443.0,2511.251463233732
S-Learner,432274.0,2506.3793732426475
S-Learner,433105.0,2506.4138950771016
S-Learner,434121.0,2508.0600293337397
S-Learner,435171.0,2510.3961038747607
S-Learner,435878.0,2516.960169835351
S-Learner,436622.0,2517.952253231262
S-Learner,437485.0,2520.5231577441114
S-Learner,438404.0,2521.6079226118195
S-Learner,439542.0,2523.6547264430983
S-Learner,440732.0,2521.579524970889
S-Learner,441734.0,2524.06473747025
S-Learner,442620.0,2522.3452092988
S-Learner,443546.0,2523.658628098756
S-Learner,444386.0,2523.8569272013788
S-Learner,445240.0,2526.6338842580853
S-Learner,446144.0,2526.8272129637453
S-Learner,447139.0,2530.716440413741
S-Learner,448384.0,2538.247715621503
S-Learner,449452.0,2542.7834107511853
S-Learner,450343.0,2546.3230778636316
S-Learner,451544.0,2548.5060941610764
S-Learner,452677.0,2538.18633739682
S-Learner,453868.0,2532.793642914366
S-Learner,454909.0,2535.159298960267
S-Learner,455864.0,2537.6386070616472
S-Learner,456891.0,2540.307723656879
S-Learner,458447.0,2542.588334079606
S-Learner,459547.0,2532.725107577123
S-Learner,460489.0,2533.584427616301
S-Learner,461480.0,2540.2472812575625
S-Learner,462462.0,2542.9321374480246
S-Learner,463279.0,2541.85350053227
S-Learner,464352.0,2543.599224305221
S-Learner,465228.0,2547.5273470456464
S-Learner,466228.0,2547.843136808077
S-Learner,467428.0,2552.411320481638
S-Learner,468373.0,2553.117573136392
S-Learner,469423.0,2552.0897797240787
S-Learner,470490.0,2554.1507214558665
S-Learner,471733.0,2551.2684427371137
S-Learner,472911.0,2552.976105026596
S-Learner,473875.0,2553.369561318651
S-Learner,474815.0,2555.229174904462
S-Learner,475857.0,2557.287471222368
S-Learner,476888.0,2559.547416297474
S-Learner,478526.0,2565.221343343977
S-Learner,479405.0,2561.1586204171176
S-Learner,480570.0,2561.8961756700564
S-Learner,482065.0,2566.5602286213693
S-Learner,483221.0,2563.577126897938
S-Learner,484442.0,2558.967232343171
S-Learner,485609.0,2560.959071560019
S-Learner,487029.0,2564.1947554990265
S-Learner,488041.0,2561.1280539383774
S-Learner,489242.0,2565.7155439765356
S-Learner,490415.0,2569.2280192935127
S-Learner,491324.0,2570.047791661524
S-Learner,492620.0,2565.2653295172777
S-Learner,493990.0,2571.4278290720963
S-Learner,495174.0,2566.2573681841236
S-Learner,496291.0,2560.542490066751
S-Learner,497515.0,2563.4168108893114
S-Learner,498786.0,2566.0228582111445
S-Learner,500001.0,2568.6156375464725
S-Learner,501474.0,2563.319180391537
S-Learner,502664.0,2565.663442290533
S-Learner,504486.0,2557.4340921254607
S-Learner,506245.0,2562.602695701723
S-Learner,507683.0,2569.0587686632757
S-Learner,509017.0,2573.068689940206
S-Learner,510162.0,2576.079870209181
S-Learner,511328.0,2571.000698077714
S-Learner,513008.0,2577.3030572620296
S-Learner,514683.0,2577.7714982267353
S-Learner,517087.0,2583.969481738748
S-Learner,518324.0,2586.784143288045
S-Learner,519637.0,2582.487510480529
S-Learner,520916.0,2572.07615440898
S-Learner,522669.0,2578.295255743786
S-Learner,524426.0,2583.1340119546276
S-Learner,526197.0,2591.0481069012676
S-Learner,527691.0,2593.811555230066
S-Learner,529460.0,2598.9743943761528
S-Learner,531138.0,2605.1970241164568
S-Learner,532853.0,2609.124151403522
S-Learner,534401.0,2608.985482429869
S-Learner,535783.0,2610.901925802599
S-Learner,537340.0,2615.4978602012675
S-Learner,539521.0,2610.564052808873
S-Learner,541216.0,2613.833210366048
S-Learner,542803.0,2616.4065667383534
S-Learner,544507.0,2616.381338676435
S-Learner,546155.0,2622.08709654841
S-Learner,547451.0,2624.600080404659
S-Learner,548603.0,2626.1563764796656
S-Learner,549817.0,2626.3055159036753
S-Learner,552817.0,2630.33098188404
S-Learner,555033.0,2633.7137333434443
S-Learner,556961.0,2636.5919899628275
S-Learner,558324.0,2640.43943693144
S-Learner,560296.0,2643.9092553605883
S-Learner,561982.0,2643.1304998003498
S-Learner,563673.0,2638.272947179826
S-Learner,565088.0,2641.3034236167305
S-Learner,567102.0,2643.7223817998074
S-Learner,568923.0,2644.1723659093464
S-Learner,570422.0,2643.609052171726
S-Learner,572777.0,2648.4945708718087
S-Learner,574681.0,2654.170187956747
S-Learner,576114.0,2657.540324922101
S-Learner,577184.0,2657.279030107346
S-Learner,578591.0,2662.1032481955267
S-Learner,579791.0,2663.2059275828583
S-Learner,582360.0,2666.3840989182177
S-Learner,584037.0,2668.2774392348188
S-Learner,585921.0,2670.622370544844
S-Learner,588382.0,2665.835564349972
S-Learner,589894.0,2666.7700436541713
S-Learner,592604.0,2671.2618162187364
S-Learner,594145.0,2669.4260013826483
S-Learner,596800.0,2673.295225789392
S-Learner,600763.0,2673.9805324738427
S-Learner,601985.0,2677.6087274665997
S-Learner,603660.0,2680.0188179445704
S-Learner,605346.0,2683.254098476946
S-Learner,607317.0,2687.887435658294
S-Learner,609829.0,2695.4930559929503
S-Learner,611942.0,2698.7161650557373
S-Learner,613831.0,2700.0856563706425
S-Learner,616332.0,2707.917370204828
S-Learner,619539.0,2712.8707274185062
S-Learner,622692.0,2713.816309977371
S-Learner,624979.0,2721.1847904385068
S-Learner,626540.0,2724.5886707655845
S-Learner,628655.0,2731.623671859686
S-Learner,633001.0,2737.3279501818643
S-Learner,634884.0,2742.8763182170073
S-Learner,637099.0,2745.905042274906
S-Learner,640624.0,2754.7217880373723
S-Learner,645605.0,2763.567066170777
S-Learner,649788.0,2771.2878859034736
S-Learner,653649.0,2767.9094000322916
S-Learner,657607.0,2772.6089824766445
S-Learner,662008.0,2780.631253929078
S-Learner,666236.0,2785.999262240768
S-Learner,670246.0,2782.438150404065
S-Learner,672162.0,2785.485267034415
S-Learner,674723.0,2779.9259432094955
S-Learner,677083.0,2780.8964286003015
S-Learner,680182.0,2786.574520099493
S-Learner,683976.0,2782.310515368345
S-Learner,687418.0,2786.1261212285835
S-Learner,692392.0,2790.942250741989
S-Learner,696520.0,2796.812940516718
S-Learner,700876.0,2795.8107890750116
S-Learner,703056.0,2798.144776888203
S-Learner,705687.0,2799.4115390119277
S-Learner,709291.0,2800.7974830001776
S-Learner,714429.0,2802.7682273768723
S-Learner,717715.0,2807.00835039924
S-Learner,722932.0,2812.8123537332685
S-Learner,725459.0,2810.9605024585376
S-Learner,730099.0,2814.8166249125634
S-Learner,732516.0,2812.7774200316244
S-Learner,735313.0,2808.936381516091
S-Learner,738556.0,2815.759961128196
S-Learner,741474.0,2819.8509013522093
S-Learner,744018.0,2826.1438155771234
S-Learner,747907.0,2831.2566553394277
S-Learner,753991.0,2829.766005448357
S-Learner,759309.0,2821.311110071093
S-Learner,762583.0,2826.242069299048
S-Learner,766757.0,2826.1446903803208
S-Learner,772749.0,2831.4570297136393
S-Learner,777898.0,2834.2238916232423
S-Learner,789327.0,2844.1505692102255
S-Learner,791830.0,2847.274904086215
S-Learner,797191.0,2853.191246101449
S-Learner,800905.0,2854.5802376690744
S-Learner,806248.0,2853.420278356012
S-Learner,810757.0,2855.8473857467434
S-Learner,815260.0,2862.0005465197964
S-Learner,818923.0,2862.086060898684
S-Learner,821498.0,2862.512380953526
S-Learner,825350.0,2865.304041814804
S-Learner,828060.0,2865.172474163915
S-Learner,831843.0,2868.2417302210347
S-Learner,835841.0,2870.443355652434
S-Learner,841082.0,2876.9466925575302
S-Learner,844720.0,2880.40447127636
S-Learner,849095.0,2885.0163694050793
S-Learner,857232.0,2888.8885174894353
S-Learner,862178.0,2893.1105942937165
S-Learner,872497.0,2893.706569433625
S-Learner,880026.0,2882.526022339425
S-Learner,891704.0,2884.710469349965
S-Learner,899012.0,2886.4481500978627
S-Learner,909795.0,2890.2113567578
S-Learner,915037.0,2895.5717830530953
S-Learner,919814.0,2897.8364906807783
S-Learner,924303.0,2898.643919392044
S-Learner,929305.0,2902.390420558407
S-Learner,932695.0,2903.795632611236
S-Learner,939350.0,2906.9381555469995
S-Learner,954206.0,2914.0660531606914
S-Learner,966024.0,2914.251704546087
S-Learner,974594.0,2921.914127978069
S-Learner,985747.0,2929.2792258452855
S-Learner,990623.0,2935.789404924101
S-Learner,999829.0,2940.6559936825615
S-Learner,1002946.0,2938.9208751621027
S-Learner,1008291.0,2938.44267148652
S-Learner,1013001.0,2941.6511091096845
S-Learner,1018198.0,2931.5939020718283
S-Learner,1024839.0,2935.1799226132744
S-Learner,1032939.0,2928.7922406363778
S-Learner,1043989.0,2931.7391781580277
S-Learner,1053995.0,2932.2097125424166
S-Learner,1069321.0,2930.8636141800134
S-Learner,1080205.0,2933.7651162385064
S-Learner,1084657.0,2935.651299130299
S-Learner,1089510.0,2937.5081439241
S-Learner,1094471.0,2941.5816566454887
S-Learner,1099191.0,2946.525307257924
S-Learner,1113223.0,2955.3033141039627
S-Learner,1123100.0,2961.4248052266016
S-Learner,1133861.0,2964.544005586893
S-Learner,1187267.0,2971.7945931242393
S-Learner,1213732.0,2975.7986469850134
S-Learner,1238260.0,2981.566829431302
S-Learner,1244606.0,2984.563980517157
S-Learner,1270651.0,2991.263188934081
S-Learner,1287556.0,2999.154050820998
S-Learner,1306724.0,3003.0929030646425
S-Learner,1316710.0,3005.924922293189
S-Learner,1345630.0,3001.939703728216
S-Learner,1431782.0,3015.6575273972026
S-Learner,1480295.0,3032.208409928939
S-Learner,1521514.0,3037.645197478854
S-Learner,1569256.0,3043.415552563109
S-Learner,1619938.0,3051.2073537587653
S-Learner,1651474.0,3055.189243733132
S-Learner,1685911.0,3063.8598936599424
S-Learner,1728140.0,3072.288863024494
S-Learner,1785593.0,3083.44905108278
S-Learner,1928557.0,3106.251023123715
S-Learner,2136787.0,3140.6202111681664
S-Learner,2276856.0,3156.1021649307813
S-Learner,2545044.0,3164.7034170677953
S-Learner,2704116.0,3166.8599310710897
S-Learner,2761313.0,3170.552230843734
S-Learner,2764246.0,3170.6397363212955
S-Learner,2770839.0,3164.9132906469313
S-Learner,2774668.0,3165.864289510751
S-Learner,2778313.0,3167.7272206893113
S-Learner,2779483.0,3169.2354634019875
S-Learner,2782214.0,3169.819200456554
S-Learner,2783548.0,3170.0211125595447
S-Learner,2787734.0,3170.4629568341225
S-Learner,2789010.0,3171.750904057697
S-Learner,2789905.0,3171.729497444363
S-Learner,2791452.0,3172.7524580087743
S-Learner,2792642.0,3172.743748196034
S-Learner,2793380.0,3172.4950447231377
S-Learner,2794168.0,3176.122440082239
S-Learner,2794808.0,3177.248118825485
S-Learner,2795424.0,3177.106089027668
S-Learner,2795919.0,3174.904497913701
T-Learner,0.0,0.0
T-Learner,733.0,42.23910717759191
T-Learner,1466.0,92.7439164706754
T-Learner,2198.0,100.37088534374172
T-Learner,2931.0,124.47390119935643
T-Learner,3664.0,167.3072405010655
T-Learner,4398.0,176.89536290322587
T-Learner,5130.0,214.36025280676847
T-Learner,5863.0,253.95219647543072
T-Learner,6597.0,255.43736664224335
T-Learner,7330.0,267.4933236977335
T-Learner,8062.0,286.6385256903455
T-Learner,8796.0,281.90395441904633
T-Learner,9530.0,337.69280300404114
T-Learner,10266.0,386.31025657678856
T-Learner,11001.0,377.5160868899699
T-Learner,11736.0,365.87669940425377
T-Learner,12470.0,382.6168297001732
T-Learner,13205.0,411.7447699616284
T-Learner,13939.0,421.9672353166607
T-Learner,14677.0,465.5899676227432
T-Learner,15417.0,488.0429569684881
T-Learner,16150.0,495.2764127764128
T-Learner,16884.0,514.8912688550242
T-Learner,17623.0,497.95724723981755
T-Learner,18356.0,540.9063952160932
T-Learner,19089.0,559.4414470505317
T-Learner,19822.0,573.7962839741657
T-Learner,20567.0,583.8031064153352
T-Learner,21303.0,581.7921223808427
T-Learner,22041.0,605.7462645440995
T-Learner,22777.0,633.4168230138356
T-Learner,23513.0,667.9497373134693
T-Learner,24249.0,629.1655825022012
T-Learner,24984.0,668.7554345143083
T-Learner,25717.0,675.335982936591
T-Learner,26452.0,704.7657696988775
T-Learner,27189.0,717.7373672761709
T-Learner,27935.0,746.1952785522149
T-Learner,28670.0,751.2341741460057
T-Learner,29407.0,777.6139239749668
T-Learner,30142.0,815.175114751308
T-Learner,30880.0,823.6123960105635
T-Learner,31616.0,846.5970323050748
T-Learner,32360.0,878.8034637375437
T-Learner,33095.0,894.6337772792651
T-Learner,33837.0,943.093368931286
T-Learner,34574.0,922.3092659667308
T-Learner,35314.0,891.3518594565129
T-Learner,36047.0,917.873662045973
T-Learner,36785.0,919.793913501632
T-Learner,37525.0,950.7604597342786
T-Learner,38265.0,968.4227248968162
T-Learner,39014.0,994.8363188879453
T-Learner,39754.0,1000.8241399876288
T-Learner,40491.0,1012.8895569432146
T-Learner,41236.0,1039.402051842026
T-Learner,41975.0,1035.386904607151
T-Learner,42711.0,1049.1072442770214
T-Learner,43456.0,1038.7438007070198
T-Learner,44198.0,1047.078221504196
T-Learner,44941.0,1029.2631929042311
T-Learner,45686.0,1021.0622362344592
T-Learner,46445.0,1038.4616139541472
T-Learner,47194.0,1049.9738782323343
T-Learner,47938.0,1070.2468164835134
T-Learner,48681.0,1080.4106888164565
T-Learner,49436.0,1094.839405722851
T-Learner,50187.0,1084.5278526767895
T-Learner,50932.0,1072.2880199896597
T-Learner,51679.0,1087.3019639509298
T-Learner,52413.0,1111.5122086812844
T-Learner,53149.0,1097.73461729638
T-Learner,53885.0,1111.6626235721135
T-Learner,54621.0,1125.407638988562
T-Learner,55358.0,1133.5927179831476
T-Learner,56123.0,1161.1820356370586
T-Learner,56866.0,1184.4488809015695
T-Learner,57627.0,1178.9210557305564
T-Learner,58365.0,1173.2724419345714
T-Learner,59117.0,1178.4165474131053
T-Learner,59853.0,1168.143409311587
T-Learner,60599.0,1165.054392291063
T-Learner,61335.0,1183.8799228442174
T-Learner,62071.0,1216.912722623018
T-Learner,62809.0,1230.1949821447806
T-Learner,63551.0,1227.6939094895058
T-Learner,64320.0,1230.9703196596238
T-Learner,65065.0,1226.28941820538
T-Learner,65807.0,1232.5365958321918
T-Learner,66547.0,1235.9423094412882
T-Learner,67283.0,1226.2961839600025
T-Learner,68042.0,1218.8706208491528
T-Learner,68830.0,1226.8505826364378
T-Learner,69563.0,1241.1382792861643
T-Learner,70335.0,1264.1697852010473
T-Learner,71075.0,1277.8659954540535
T-Learner,71810.0,1268.83500989714
T-Learner,72551.0,1283.3391182566793
T-Learner,73289.0,1287.6795058570244
T-Learner,74029.0,1283.198312785315
T-Learner,74766.0,1305.6445097553835
T-Learner,75508.0,1309.29105256073
T-Learner,76248.0,1313.739574529253
T-Learner,76988.0,1320.8311729959837
T-Learner,77729.0,1319.726774483761
T-Learner,78470.0,1322.8454639983051
T-Learner,79210.0,1332.8887662472396
T-Learner,79953.0,1330.6197136893552
T-Learner,80695.0,1349.009913199426
T-Learner,81433.0,1353.491097629119
T-Learner,82179.0,1359.548666801293
T-Learner,82934.0,1369.0361158496312
T-Learner,83673.0,1352.247757564718
T-Learner,84416.0,1358.179894049523
T-Learner,85166.0,1368.0022134652672
T-Learner,86039.0,1368.914793393339
T-Learner,86778.0,1354.809096447868
T-Learner,87528.0,1365.9057059909153
T-Learner,88266.0,1370.1003399836638
T-Learner,89006.0,1371.8607481063416
T-Learner,89756.0,1368.5641427563069
T-Learner,90517.0,1370.546977308411
T-Learner,91260.0,1369.6918140974035
T-Learner,92017.0,1374.0526197513202
T-Learner,92783.0,1369.3128477674886
T-Learner,93554.0,1367.5780648594534
T-Learner,94300.0,1354.964201463461
T-Learner,95044.0,1358.121047169502
T-Learner,95810.0,1367.6501215675978
T-Learner,96564.0,1381.4089740563395
T-Learner,97309.0,1393.4774738049946
T-Learner,98059.0,1391.6895122347692
T-Learner,98812.0,1406.732216238013
T-Learner,99562.0,1412.3473969889938
T-Learner,100326.0,1420.5939281564793
T-Learner,101079.0,1428.552514001811
T-Learner,101868.0,1429.1695146541597
T-Learner,102606.0,1431.2607832153583
T-Learner,103353.0,1443.9053292073668
T-Learner,104101.0,1462.1961554981167
T-Learner,104848.0,1450.7946927780524
T-Learner,105655.0,1463.9753866574329
T-Learner,106399.0,1478.7266138429052
T-Learner,107145.0,1472.745586875043
T-Learner,107884.0,1471.5533842501634
T-Learner,108647.0,1466.1990275457497
T-Learner,109401.0,1471.3839794173768
T-Learner,110156.0,1473.1327520178088
T-Learner,110937.0,1491.3346850116236
T-Learner,111754.0,1507.294588635112
T-Learner,112508.0,1503.9091517868378
T-Learner,113277.0,1493.4212681219824
T-Learner,114028.0,1489.2017860671351
T-Learner,114769.0,1502.0656858611874
T-Learner,115519.0,1510.664737969716
T-Learner,116283.0,1517.4269281120678
T-Learner,117074.0,1520.7332392692986
T-Learner,117862.0,1511.8232197058917
T-Learner,118661.0,1513.6676736847842
T-Learner,119435.0,1523.209477283096
T-Learner,120175.0,1510.4441925169804
T-Learner,120944.0,1507.6652993970536
T-Learner,121738.0,1512.597086009664
T-Learner,122490.0,1529.6240824056974
T-Learner,123260.0,1531.6521147042456
T-Learner,124022.0,1543.394726377894
T-Learner,124830.0,1537.7204521481185
T-Learner,125642.0,1528.2045929126386
T-Learner,126435.0,1534.5479665812688
T-Learner,127209.0,1533.5695004012798
T-Learner,127964.0,1533.762302220932
T-Learner,128731.0,1544.1410095468086
T-Learner,129526.0,1553.5127558170184
T-Learner,130284.0,1568.3333763209716
T-Learner,131035.0,1582.5549400896168
T-Learner,131811.0,1597.0107110073775
T-Learner,132592.0,1607.021975907571
T-Learner,133361.0,1590.640762610225
T-Learner,134141.0,1593.5725741956107
T-Learner,134939.0,1600.0344527627678
T-Learner,135701.0,1608.648924351866
T-Learner,136467.0,1616.2448332037209
T-Learner,137239.0,1621.679852132594
T-Learner,138042.0,1624.314347998756
T-Learner,138823.0,1630.1732161368295
T-Learner,139600.0,1640.549291112534
T-Learner,140417.0,1632.8564543918085
T-Learner,141198.0,1638.7474173261708
T-Learner,142000.0,1639.2479504530572
T-Learner,142786.0,1643.9785615523674
T-Learner,143587.0,1657.574989705916
T-Learner,144340.0,1655.883449166853
T-Learner,145110.0,1644.621629916462
T-Learner,145899.0,1652.4322116023743
T-Learner,146668.0,1657.7954479258951
T-Learner,147436.0,1647.9522540787384
T-Learner,148193.0,1659.939232631013
T-Learner,148991.0,1662.0839301569165
T-Learner,149781.0,1651.355530184423
T-Learner,150572.0,1646.0738834149938
T-Learner,151347.0,1656.0821130469078
T-Learner,152138.0,1663.4177973632272
T-Learner,152905.0,1653.761167160652
T-Learner,153678.0,1666.1998013969962
T-Learner,154480.0,1669.0332270607291
T-Learner,155292.0,1673.2666119824282
T-Learner,156074.0,1675.873683330006
T-Learner,156896.0,1683.1265685165934
T-Learner,157687.0,1686.302064883333
T-Learner,158505.0,1685.940583993451
T-Learner,159307.0,1700.7936502067075
T-Learner,160060.0,1714.596942194826
T-Learner,160848.0,1716.4714347222528
T-Learner,161678.0,1719.1504247126982
T-Learner,162437.0,1719.5853343657857
T-Learner,163319.0,1722.4597232901765
T-Learner,164121.0,1718.3631133671747
T-Learner,164897.0,1717.2818553562158
T-Learner,165695.0,1727.3038039902208
T-Learner,166534.0,1725.289471824056
T-Learner,167347.0,1722.6634046319837
T-Learner,168160.0,1740.3831107670958
T-Learner,169055.0,1737.4182158251654
T-Learner,169983.0,1735.3625885993313
T-Learner,170756.0,1741.6664057931357
T-Learner,171521.0,1739.9513024001817
T-Learner,172284.0,1737.84842819042
T-Learner,173065.0,1730.048499414465
T-Learner,173825.0,1740.174895172362
T-Learner,174603.0,1747.333952713877
T-Learner,175376.0,1750.0424612823813
T-Learner,176245.0,1758.931165933177
T-Learner,177070.0,1767.1145216347854
T-Learner,177856.0,1773.310152819612
T-Learner,178652.0,1769.9992370203915
T-Learner,179440.0,1777.3895750375932
T-Learner,180413.0,1775.1170338391728
T-Learner,181231.0,1785.6124684728782
T-Learner,182072.0,1785.215652231452
T-Learner,182839.0,1792.9201636834127
T-Learner,183700.0,1797.3851181802406
T-Learner,184470.0,1807.4675056145056
T-Learner,185324.0,1811.6913696873416
T-Learner,186160.0,1814.4543596927656
T-Learner,186985.0,1819.7460018504228
T-Learner,187809.0,1824.1705657682824
T-Learner,188658.0,1820.6791323029424
T-Learner,189524.0,1826.436855209176
T-Learner,190313.0,1827.2342145774169
T-Learner,191099.0,1836.125416749687
T-Learner,192001.0,1842.655417498232
T-Learner,192933.0,1850.4615384615383
T-Learner,193714.0,1857.8244560058272
T-Learner,194623.0,1867.5254524330965
T-Learner,195538.0,1859.6001159933585
T-Learner,196390.0,1866.132708276396
T-Learner,197226.0,1875.3441462615797
T-Learner,198020.0,1887.1583268412865
T-Learner,198865.0,1893.0177147745624
T-Learner,199736.0,1893.605116542693
T-Learner,200566.0,1888.3606639400252
T-Learner,201426.0,1884.8900604278208
T-Learner,202220.0,1885.987956656369
T-Learner,203047.0,1885.4041001488656
T-Learner,203857.0,1882.9541735973023
T-Learner,204710.0,1888.3761115027844
T-Learner,205633.0,1899.6018845323151
T-Learner,206466.0,1908.3240143606176
T-Learner,207279.0,1900.226524996918
T-Learner,208134.0,1904.7129442956953
T-Learner,209015.0,1909.3268494909628
T-Learner,209862.0,1906.74584658092
T-Learner,210664.0,1919.3547019917933
T-Learner,211531.0,1925.6949136482024
T-Learner,212325.0,1933.004107362034
T-Learner,213124.0,1936.5223174659195
T-Learner,214201.0,1938.934011142924
T-Learner,215019.0,1942.027255282051
T-Learner,215970.0,1937.006840065849
T-Learner,216850.0,1942.5029967779328
T-Learner,217701.0,1947.017357044965
T-Learner,218545.0,1946.1539014285172
T-Learner,219356.0,1952.572088828306
T-Learner,220175.0,1961.5154641331856
T-Learner,221068.0,1965.5673929501288
T-Learner,221891.0,1961.5644344940777
T-Learner,222695.0,1959.9101383758168
T-Learner,223516.0,1945.516887172841
T-Learner,224574.0,1950.6143395260651
T-Learner,225381.0,1954.375803542428
T-Learner,226266.0,1952.5028070690712
T-Learner,227144.0,1949.4533648034137
T-Learner,227981.0,1954.4655077822529
T-Learner,228769.0,1965.5676618143143
T-Learner,229615.0,1968.3340913020577
T-Learner,230462.0,1971.6059223412449
T-Learner,231295.0,1979.994772861736
T-Learner,232109.0,1993.7858065754192
T-Learner,232984.0,2002.7231369517735
T-Learner,234002.0,2002.7173494731928
T-Learner,234894.0,2016.824396376699
T-Learner,235837.0,2020.3360203356615
T-Learner,236654.0,2025.0183672199175
T-Learner,237513.0,2013.6176588782944
T-Learner,238416.0,2014.9367179733056
T-Learner,239219.0,2011.4363770662824
T-Learner,240054.0,2007.3846302862505
T-Learner,240938.0,2014.0670422923
T-Learner,241794.0,2007.9871079139873
T-Learner,242731.0,2007.6002943470776
T-Learner,243535.0,2003.7134200022097
T-Learner,244329.0,2005.224223402581
T-Learner,245258.0,2009.5550002755333
T-Learner,246093.0,2014.6956499398932
T-Learner,246926.0,2020.339208622464
T-Learner,248048.0,2025.209918911352
T-Learner,248976.0,2027.9312463922583
T-Learner,249794.0,2028.5195157142712
T-Learner,250718.0,2030.4676950501491
T-Learner,251551.0,2032.9732841153393
T-Learner,252390.0,2037.1914355436304
T-Learner,253290.0,2041.345696092949
T-Learner,254152.0,2051.5157892063567
T-Learner,255056.0,2058.186792381399
T-Learner,255937.0,2067.097422812743
T-Learner,256839.0,2077.0134277211214
T-Learner,257730.0,2083.958760666797
T-Learner,258556.0,2077.593689756432
T-Learner,259439.0,2079.2614373326933
T-Learner,260286.0,2074.073121693552
T-Learner,261111.0,2075.7050571021196
T-Learner,261975.0,2078.1763132129395
T-Learner,262782.0,2074.0269577899353
T-Learner,263674.0,2080.914062090089
T-Learner,264577.0,2077.9646569343363
T-Learner,265524.0,2082.7032863701547
T-Learner,266335.0,2084.9181185186985
T-Learner,267135.0,2082.7068000701493
T-Learner,267990.0,2090.2843993172987
T-Learner,269003.0,2089.903530311142
T-Learner,269817.0,2086.0969876060167
T-Learner,270671.0,2085.254510262178
T-Learner,271498.0,2089.8608732739303
T-Learner,272404.0,2085.6361304593515
T-Learner,273300.0,2068.015421448233
T-Learner,274120.0,2074.1885834388613
T-Learner,274977.0,2074.1703888230677
T-Learner,275859.0,2074.3449558986554
T-Learner,276713.0,2080.8185505855495
T-Learner,277584.0,2080.637106129594
T-Learner,278494.0,2085.1463116115933
T-Learner,279356.0,2088.858857696434
T-Learner,280248.0,2077.688788635076
T-Learner,281092.0,2083.641573090045
T-Learner,282138.0,2088.618616686567
T-Learner,283109.0,2090.580754667084
T-Learner,284058.0,2094.622262153633
T-Learner,284851.0,2095.5472316614773
T-Learner,285680.0,2102.2410420496212
T-Learner,286634.0,2106.412554197166
T-Learner,287465.0,2113.571378132481
T-Learner,288348.0,2112.1801074381524
T-Learner,289329.0,2115.881645467548
T-Learner,290142.0,2114.640062651938
T-Learner,290995.0,2117.7435136349213
T-Learner,291789.0,2120.81299335212
T-Learner,292605.0,2124.281816896922
T-Learner,293493.0,2129.141605890613
T-Learner,294341.0,2138.2094849916593
T-Learner,295193.0,2138.8084661748717
T-Learner,296004.0,2134.615762473902
T-Learner,296890.0,2135.3902325627564
T-Learner,297722.0,2140.1717518070373
T-Learner,298544.0,2140.1615222605324
T-Learner,299395.0,2140.4116880814954
T-Learner,300453.0,2130.8462895117077
T-Learner,301337.0,2135.677883934679
T-Learner,302179.0,2139.956605236659
T-Learner,302967.0,2146.3702094613254
T-Learner,303794.0,2154.132490337546
T-Learner,304678.0,2150.96766248601
T-Learner,305533.0,2155.120127944682
T-Learner,306365.0,2158.777885289215
T-Learner,307263.0,2156.247424518034
T-Learner,308080.0,2159.0045135510154
T-Learner,308916.0,2161.2928409276424
T-Learner,309753.0,2166.627740936998
T-Learner,310603.0,2162.3806603988405
T-Learner,311415.0,2169.7164733249424
T-Learner,312293.0,2175.837016353353
T-Learner,313149.0,2180.3081115330115
T-Learner,313971.0,2183.1028714761
T-Learner,314823.0,2175.9955953327512
T-Learner,315654.0,2175.1626507686124
T-Learner,316521.0,2178.1478043671946
T-Learner,317389.0,2180.7369245233995
T-Learner,318244.0,2184.3381267012983
T-Learner,319081.0,2185.845030283376
T-Learner,320092.0,2193.2151623327277
T-Learner,320994.0,2199.517899902201
T-Learner,321978.0,2201.2872846459895
T-Learner,322925.0,2204.22268108881
T-Learner,324013.0,2207.6471958546877
T-Learner,324976.0,2203.0172994956124
T-Learner,325931.0,2207.599499604375
T-Learner,327006.0,2201.856534480502
T-Learner,328108.0,2204.0469412350712
T-Learner,328979.0,2205.2861174945333
T-Learner,329989.0,2210.2073515696684
T-Learner,330957.0,2213.7470907226875
T-Learner,331792.0,2208.6462814298784
T-Learner,332687.0,2212.7532433160923
T-Learner,333606.0,2213.7745143300876
T-Learner,334481.0,2214.9319703940528
T-Learner,335639.0,2216.152724760142
T-Learner,336486.0,2223.5006695453308
T-Learner,337363.0,2216.8760016802235
T-Learner,338259.0,2220.566980338363
T-Learner,339183.0,2221.1395148038937
T-Learner,340363.0,2226.650009941321
T-Learner,341201.0,2225.19650816696
T-Learner,342355.0,2229.709480921696
