strategy,fraction_targeted,cumulative_uplift
X-learner CATE,1726843.0,3069.447846927367
X-learner CATE,1729576.0,3069.346967283816
X-learner CATE,1732306.0,3070.1341051198315
X-learner CATE,1735044.0,3070.394470939495
X-learner CATE,1737773.0,3069.9816387095684
X-learner CATE,1740503.0,3070.410056360422
X-learner CATE,1743226.0,3069.6965980614045
X-learner CATE,1745947.0,3069.50914712715
X-learner CATE,1748667.0,3068.919734674436
X-learner CATE,1751390.0,3068.2387643915895
X-learner CATE,1754116.0,3068.1963974059604
X-learner CATE,1756837.0,3067.769495998478
X-learner CATE,1759589.0,3068.125063017092
X-learner CATE,1762407.0,3069.0793314530597
X-learner CATE,1765203.0,3069.35017464706
X-learner CATE,1768031.0,3070.4796542158515
X-learner CATE,1770829.0,3069.723567105297
X-learner CATE,1773629.0,3070.405892354937
X-learner CATE,1776420.0,3070.828164434533
X-learner CATE,1779244.0,3071.064616577188
X-learner CATE,1782038.0,3071.3395281488556
X-learner CATE,1784845.0,3072.518280614997
X-learner CATE,1787569.0,3073.89744940617
X-learner CATE,1790293.0,3073.70351266433
X-learner CATE,1793015.0,3073.200756964354
X-learner CATE,1795736.0,3075.093164906525
X-learner CATE,1798466.0,3075.9570925326675
X-learner CATE,1801190.0,3076.7278305601953
X-learner CATE,1803948.0,3077.268463696054
X-learner CATE,1806696.0,3077.7415979595403
X-learner CATE,1809473.0,3077.733280555288
X-learner CATE,1812242.0,3072.1766340870977
X-learner CATE,1814990.0,3071.3143456712573
X-learner CATE,1817713.0,3072.3275943350905
X-learner CATE,1820440.0,3071.629094915192
X-learner CATE,1823199.0,3072.920763266949
X-learner CATE,1825980.0,3072.223724505825
X-learner CATE,1828730.0,3073.179950493775
X-learner CATE,1831480.0,3073.3299934808115
X-learner CATE,1834227.0,3073.0254836334243
X-learner CATE,1836986.0,3073.1148008257496
X-learner CATE,1839736.0,3073.006329384367
X-learner CATE,1842461.0,3072.7624117537976
X-learner CATE,1845205.0,3071.9575797477405
X-learner CATE,1847970.0,3074.022158892132
X-learner CATE,1850739.0,3076.4532367897314
X-learner CATE,1853483.0,3075.62459247446
X-learner CATE,1856214.0,3074.617697486628
X-learner CATE,1858943.0,3075.3575046125466
X-learner CATE,1861690.0,3076.5136609059623
X-learner CATE,1864414.0,3077.4771816006873
X-learner CATE,1867143.0,3078.5748707265643
X-learner CATE,1869895.0,3078.562701511554
X-learner CATE,1872634.0,3079.182657192048
X-learner CATE,1875373.0,3079.623594219917
X-learner CATE,1878115.0,3080.4813833127887
X-learner CATE,1880863.0,3080.3301978141963
X-learner CATE,1883626.0,3080.349787153955
X-learner CATE,1886401.0,3080.475201081249
X-learner CATE,1889147.0,3080.407529370188
X-learner CATE,1891895.0,3080.182089912532
X-learner CATE,1894637.0,3080.7059653203846
X-learner CATE,1897403.0,3080.163535022381
X-learner CATE,1900209.0,3080.397559886954
X-learner CATE,1902971.0,3079.7722660918907
X-learner CATE,1905701.0,3080.4129998234293
X-learner CATE,1908439.0,3080.127149393946
X-learner CATE,1911202.0,3080.9659767117387
X-learner CATE,1913955.0,3081.070892780864
X-learner CATE,1916697.0,3080.745847606312
X-learner CATE,1919446.0,3080.8902521273076
X-learner CATE,1922215.0,3080.935907593415
X-learner CATE,1924969.0,3082.433772327545
X-learner CATE,1927715.0,3082.0217982653744
X-learner CATE,1930509.0,3082.1476813161794
X-learner CATE,1933276.0,3082.1512016427937
X-learner CATE,1936139.0,3082.073262632378
X-learner CATE,1939011.0,3081.9626953924553
X-learner CATE,1941946.0,3082.4290233576708
X-learner CATE,1944825.0,3082.4635432525565
X-learner CATE,1947577.0,3082.3749570198015
X-learner CATE,1950304.0,3083.2286453927964
X-learner CATE,1953040.0,3084.071462043931
X-learner CATE,1955811.0,3084.979062655942
X-learner CATE,1958595.0,3085.7643361490645
X-learner CATE,1961393.0,3085.5783368414463
X-learner CATE,1964200.0,3085.9396940179945
X-learner CATE,1967097.0,3086.144888268978
X-learner CATE,1970041.0,3086.2046963965245
X-learner CATE,1972883.0,3085.813277035327
X-learner CATE,1975798.0,3085.449414191635
X-learner CATE,1978840.0,3085.9261537182756
X-learner CATE,1981937.0,3085.9179806896072
X-learner CATE,1984975.0,3088.3278631207527
X-learner CATE,1987841.0,3089.213529931156
X-learner CATE,1990846.0,3089.4595412107124
X-learner CATE,1993670.0,3090.679975580254
X-learner CATE,1996440.0,3090.7591209674983
X-learner CATE,1999254.0,3091.0141088437713
X-learner CATE,2002050.0,3090.858673394189
X-learner CATE,2004883.0,3090.17126804206
X-learner CATE,2007682.0,3091.182375501749
X-learner CATE,2010553.0,3092.9305009876466
X-learner CATE,2013436.0,3092.753172430467
X-learner CATE,2016268.0,3092.896361987778
X-learner CATE,2019097.0,3093.84753999158
X-learner CATE,2021869.0,3093.6129299606396
X-learner CATE,2024648.0,3093.6119128144765
X-learner CATE,2027503.0,3093.392379783512
X-learner CATE,2030366.0,3094.4378226139606
X-learner CATE,2033263.0,3095.5750382894544
X-learner CATE,2036201.0,3095.3477549963745
X-learner CATE,2039049.0,3096.6787564419647
X-learner CATE,2041872.0,3097.407748679653
X-learner CATE,2044709.0,3097.9703141801083
X-learner CATE,2047521.0,3100.6449586314584
X-learner CATE,2050361.0,3100.940177132876
X-learner CATE,2053123.0,3101.3418951158083
X-learner CATE,2055915.0,3101.7083584848215
X-learner CATE,2058689.0,3102.5497480729787
X-learner CATE,2061472.0,3102.324140812729
X-learner CATE,2064320.0,3102.8169288106396
X-learner CATE,2067185.0,3103.2272153836907
X-learner CATE,2069996.0,3103.477812911211
X-learner CATE,2072839.0,3097.246779949371
X-learner CATE,2075637.0,3099.332356130616
X-learner CATE,2078585.0,3099.3866744278203
X-learner CATE,2081519.0,3100.421597588223
X-learner CATE,2084566.0,3101.040941417616
X-learner CATE,2087453.0,3101.2785082095465
X-learner CATE,2090486.0,3101.4287364642046
X-learner CATE,2093529.0,3101.092130584277
X-learner CATE,2096556.0,3101.7369585458728
X-learner CATE,2099462.0,3101.998339417782
X-learner CATE,2102329.0,3102.029866240551
X-learner CATE,2105251.0,3102.933685002997
X-learner CATE,2108088.0,3102.750103609372
X-learner CATE,2110982.0,3102.71234628743
X-learner CATE,2113894.0,3102.704015339104
X-learner CATE,2116743.0,3102.705083713574
X-learner CATE,2119574.0,3103.0343955184676
X-learner CATE,2122350.0,3103.390110408606
X-learner CATE,2125159.0,3103.7240476359334
X-learner CATE,2127945.0,3104.400587755745
X-learner CATE,2130767.0,3104.311343716782
X-learner CATE,2133664.0,3105.0828514451737
X-learner CATE,2136493.0,3105.8337812108566
X-learner CATE,2139333.0,3105.5285990737025
X-learner CATE,2142148.0,3106.124318744836
X-learner CATE,2144970.0,3106.4085007316685
X-learner CATE,2147776.0,3106.524329984269
X-learner CATE,2150562.0,3107.881594120957
X-learner CATE,2153403.0,3107.1564459930364
X-learner CATE,2156239.0,3106.822695676941
X-learner CATE,2159136.0,3107.0789780903997
X-learner CATE,2162040.0,3107.224079661461
X-learner CATE,2164904.0,3107.280979864493
X-learner CATE,2167971.0,3107.6571921874356
X-learner CATE,2170986.0,3107.3517623813937
X-learner CATE,2173897.0,3107.1463491581453
X-learner CATE,2176753.0,3107.0986051199966
X-learner CATE,2179617.0,3106.699271917007
X-learner CATE,2182434.0,3107.082360639068
X-learner CATE,2185361.0,3107.389624314349
X-learner CATE,2188229.0,3107.7139051561317
X-learner CATE,2191067.0,3108.242216289015
X-learner CATE,2193955.0,3108.650912029346
X-learner CATE,2196788.0,3109.7655533323323
X-learner CATE,2199626.0,3109.6237962241744
X-learner CATE,2202461.0,3109.1912550647125
X-learner CATE,2205278.0,3108.8604883467474
X-learner CATE,2208171.0,3108.9941507495764
X-learner CATE,2211119.0,3108.5233005853456
X-learner CATE,2213957.0,3109.0680498668426
X-learner CATE,2216935.0,3109.6765499421576
X-learner CATE,2219984.0,3109.332283485651
X-learner CATE,2223112.0,3109.226963903903
X-learner CATE,2226280.0,3108.8459468639776
X-learner CATE,2229161.0,3108.9315611299157
X-learner CATE,2232286.0,3109.663469819555
X-learner CATE,2235751.0,3110.0573627142917
X-learner CATE,2239106.0,3109.9103273606684
X-learner CATE,2242259.0,3111.0498299983997
X-learner CATE,2245296.0,3111.4002823760875
X-learner CATE,2248220.0,3111.1375436860512
X-learner CATE,2251137.0,3111.4019190108806
X-learner CATE,2254094.0,3111.560968697045
X-learner CATE,2256964.0,3111.9714897865906
X-learner CATE,2259733.0,3111.8599645923455
X-learner CATE,2262478.0,3112.388326896836
X-learner CATE,2265243.0,3112.43524531408
X-learner CATE,2268022.0,3114.052296433436
X-learner CATE,2270780.0,3114.328607385031
X-learner CATE,2273538.0,3115.7386295466745
X-learner CATE,2276280.0,3115.6478465382
X-learner CATE,2279020.0,3116.040789224251
X-learner CATE,2281805.0,3115.277556497077
X-learner CATE,2284616.0,3114.6011560840943
X-learner CATE,2287382.0,3113.9621678719427
X-learner CATE,2290142.0,3113.880366043422
X-learner CATE,2292874.0,3113.183565490509
X-learner CATE,2295620.0,3112.919302378333
X-learner CATE,2298367.0,3113.08496799051
X-learner CATE,2301127.0,3114.139383876157
X-learner CATE,2303928.0,3113.9127138306803
X-learner CATE,2306733.0,3114.576996334315
X-learner CATE,2309506.0,3116.870018325787
X-learner CATE,2312289.0,3116.985354523342
X-learner CATE,2315049.0,3117.518219239693
X-learner CATE,2317786.0,3118.3649429056513
X-learner CATE,2320543.0,3118.577741323298
X-learner CATE,2323299.0,3118.955954493758
X-learner CATE,2326065.0,3119.1604669863796
X-learner CATE,2328898.0,3120.0524710815844
X-learner CATE,2331761.0,3121.8677041922215
X-learner CATE,2334615.0,3121.7243152310357
X-learner CATE,2337406.0,3121.832821349632
X-learner CATE,2340207.0,3121.4660168451223
X-learner CATE,2343008.0,3121.8472668122477
X-learner CATE,2345784.0,3121.919832036092
X-learner CATE,2348545.0,3122.158309723319
X-learner CATE,2351291.0,3122.6425702792776
X-learner CATE,2354073.0,3123.0977621999173
X-learner CATE,2356828.0,3123.131227222226
X-learner CATE,2359573.0,3123.214661693612
X-learner CATE,2362330.0,3124.9184731595337
X-learner CATE,2365101.0,3125.223120013078
X-learner CATE,2367938.0,3125.010171628349
X-learner CATE,2370708.0,3125.1972804095585
X-learner CATE,2373481.0,3125.454695273551
X-learner CATE,2376235.0,3125.2307693160847
X-learner CATE,2378993.0,3125.1544860693684
X-learner CATE,2381759.0,3124.9553159950233
X-learner CATE,2384562.0,3125.3607615640917
X-learner CATE,2387398.0,3125.1127378862675
X-learner CATE,2390238.0,3126.6824179786795
X-learner CATE,2393012.0,3127.2110519783164
X-learner CATE,2395776.0,3127.4521834092193
X-learner CATE,2398546.0,3127.6159023847986
X-learner CATE,2401324.0,3127.932854857032
X-learner CATE,2404095.0,3127.738697058161
X-learner CATE,2406884.0,3130.1192138556644
X-learner CATE,2409683.0,3130.1966212088723
X-learner CATE,2412562.0,3130.411471150082
X-learner CATE,2415422.0,3131.8967220769346
X-learner CATE,2418224.0,3133.41417446041
X-learner CATE,2421009.0,3133.3748354796976
X-learner CATE,2423801.0,3133.66622531719
X-learner CATE,2426611.0,3133.807016131264
X-learner CATE,2429398.0,3133.8004552684815
X-learner CATE,2432171.0,3134.388759671677
X-learner CATE,2434963.0,3134.174182590443
X-learner CATE,2437795.0,3134.212445205825
X-learner CATE,2440642.0,3134.4783164994524
X-learner CATE,2443509.0,3134.5888713943864
X-learner CATE,2446483.0,3134.0996511853195
X-learner CATE,2449342.0,3134.753226215731
X-learner CATE,2452164.0,3134.280840649463
X-learner CATE,2454953.0,3134.598197228562
X-learner CATE,2457826.0,3134.1533235071797
X-learner CATE,2460629.0,3135.778864291073
X-learner CATE,2463436.0,3136.062217455117
X-learner CATE,2466427.0,3136.4494121732705
X-learner CATE,2469583.0,3137.1748692683777
X-learner CATE,2472671.0,3136.9009292159803
X-learner CATE,2475821.0,3138.142195414681
X-learner CATE,2478712.0,3139.951400641528
X-learner CATE,2481792.0,3141.486613106844
X-learner CATE,2485118.0,3141.181954102706
X-learner CATE,2488522.0,3141.036241249042
X-learner CATE,2491912.0,3140.6839751753987
X-learner CATE,2495318.0,3141.329658771941
X-learner CATE,2498625.0,3141.8187846079786
X-learner CATE,2501841.0,3141.4301453475655
X-learner CATE,2504718.0,3141.245555468307
X-learner CATE,2507934.0,3141.57508320889
X-learner CATE,2511219.0,3141.577389638651
X-learner CATE,2514338.0,3141.8590728515796
X-learner CATE,2517517.0,3142.290570782631
X-learner CATE,2520651.0,3143.0856232983597
X-learner CATE,2523695.0,3137.849620547443
X-learner CATE,2526618.0,3138.3982259301697
X-learner CATE,2529552.0,3138.4096003700147
X-learner CATE,2532558.0,3138.107345434649
X-learner CATE,2535615.0,3137.401906476997
X-learner CATE,2538632.0,3137.4809886457156
X-learner CATE,2541565.0,3138.0548138147897
X-learner CATE,2544561.0,3137.5776320437963
X-learner CATE,2547760.0,3137.9487444625884
X-learner CATE,2550921.0,3138.4244677596307
X-learner CATE,2554158.0,3138.7992514669027
X-learner CATE,2557392.0,3138.9223474651585
X-learner CATE,2560711.0,3141.4208964656755
X-learner CATE,2563811.0,3141.3046968771223
X-learner CATE,2566828.0,3141.7681814396956
X-learner CATE,2570134.0,3144.6327931613637
X-learner CATE,2573493.0,3145.953331766981
X-learner CATE,2576833.0,3145.5803695327986
X-learner CATE,2580123.0,3145.840836137907
X-learner CATE,2583236.0,3146.293183677138
X-learner CATE,2586329.0,3146.634587097348
X-learner CATE,2589226.0,3146.488511394122
X-learner CATE,2592293.0,3146.64448264915
X-learner CATE,2595355.0,3147.8258981835
X-learner CATE,2598428.0,3148.5292832602254
X-learner CATE,2601474.0,3149.207956676456
X-learner CATE,2604324.0,3149.263041092341
X-learner CATE,2607357.0,3149.18344976209
X-learner CATE,2610426.0,3151.5399510035595
X-learner CATE,2613496.0,3153.5320612195783
X-learner CATE,2616557.0,3155.4200117282735
X-learner CATE,2619452.0,3156.0374650518684
X-learner CATE,2622362.0,3157.0859298806727
X-learner CATE,2625263.0,3157.342986261176
X-learner CATE,2628083.0,3158.3823665244145
X-learner CATE,2630939.0,3159.1733477816065
X-learner CATE,2633890.0,3159.491460892066
X-learner CATE,2636782.0,3159.859824699992
X-learner CATE,2639619.0,3160.446642554165
X-learner CATE,2642501.0,3160.85779274909
X-learner CATE,2645313.0,3162.4889383580858
X-learner CATE,2648283.0,3162.983972929607
X-learner CATE,2651356.0,3163.63034301921
X-learner CATE,2654420.0,3163.6761211307035
X-learner CATE,2657541.0,3163.765411177986
X-learner CATE,2660426.0,3163.737050045335
X-learner CATE,2663553.0,3163.863326527008
X-learner CATE,2666620.0,3164.113286498615
X-learner CATE,2669628.0,3164.7493040787945
X-learner CATE,2672579.0,3164.880913300958
X-learner CATE,2675450.0,3166.3651978590187
X-learner CATE,2678489.0,3166.6512585813443
X-learner CATE,2681582.0,3167.022974507195
X-learner CATE,2684587.0,3167.2389811772464
X-learner CATE,2687489.0,3167.356959062267
X-learner CATE,2690381.0,3166.8865531512065
X-learner CATE,2693366.0,3167.8926327403105
X-learner CATE,2696333.0,3168.032719214046
X-learner CATE,2699290.0,3167.708738894106
X-learner CATE,2702150.0,3167.5698497857925
X-learner CATE,2705181.0,3167.5946103787546
X-learner CATE,2708249.0,3167.2085193500543
X-learner CATE,2711383.0,3167.6091694567767
X-learner CATE,2714591.0,3167.867925672458
X-learner CATE,2717549.0,3167.787052627571
X-learner CATE,2720520.0,3167.533579514673
X-learner CATE,2723779.0,3167.971076458874
X-learner CATE,2727014.0,3168.0887778076135
X-learner CATE,2730351.0,3167.751199625434
X-learner CATE,2733760.0,3168.07455610011
X-learner CATE,2737246.0,3167.8353824705587
X-learner CATE,2740812.0,3167.907077603707
X-learner CATE,2744026.0,3168.6463844992745
X-learner CATE,2746988.0,3169.8864533412625
X-learner CATE,2750459.0,3169.686288011509
X-learner CATE,2754272.0,3169.653009769121
X-learner CATE,2758236.0,3169.4374506287713
X-learner CATE,2762059.0,3169.2934457809697
X-learner CATE,2765450.0,3170.766887605548
X-learner CATE,2768730.0,3171.6535588458996
X-learner CATE,2771928.0,3171.897839118209
X-learner CATE,2775123.0,3171.859837976461
X-learner CATE,2778045.0,3171.191842231178
X-learner CATE,2781142.0,3171.6082444173885
X-learner CATE,2784260.0,3172.2586521871694
X-learner CATE,2787296.0,3172.4720592443655
X-learner CATE,2790248.0,3171.899539842001
X-learner CATE,2793100.0,3172.0553932935186
X-learner CATE,2795919.0,3174.904497913701
Exposure-based,0.0,0.0
Exposure-based,601.0,32.04406154231034
Exposure-based,1204.0,50.215650718370725
Exposure-based,1810.0,137.7888410042854
Exposure-based,2417.0,174.1503299126178
Exposure-based,3025.0,165.66442620804773
Exposure-based,3629.0,182.0692924661295
Exposure-based,4231.0,145.0561260001193
Exposure-based,4842.0,118.8445564851992
Exposure-based,5443.0,113.465770321944
Exposure-based,6054.0,93.61487511376284
Exposure-based,6662.0,104.24827001624392
Exposure-based,7268.0,124.18254983240028
Exposure-based,7875.0,108.91119630998186
Exposure-based,8486.0,110.76498063418724
Exposure-based,9096.0,116.97467217110666
Exposure-based,9713.0,122.52702817763333
Exposure-based,10324.0,101.43250427309466
Exposure-based,10936.0,114.53263597508412
Exposure-based,11551.0,126.40569197121964
Exposure-based,12164.0,105.67366333150106
Exposure-based,12781.0,94.2915849542728
Exposure-based,13391.0,71.80257117782361
Exposure-based,14002.0,87.9676411664809
Exposure-based,14615.0,92.24058821566696
Exposure-based,15227.0,103.57587755797846
Exposure-based,15839.0,71.218184195372
Exposure-based,16450.0,49.45602999298567
Exposure-based,17062.0,11.077842745313747
Exposure-based,17677.0,45.86101311833174
Exposure-based,18287.0,2.0707673463002445
Exposure-based,18906.0,26.95705577392135
Exposure-based,19524.0,63.05337636231219
Exposure-based,20136.0,115.26249045712724
Exposure-based,20750.0,119.92844660529596
Exposure-based,21367.0,99.82416542619366
Exposure-based,21981.0,125.82223396758268
Exposure-based,22598.0,148.250437290142
Exposure-based,23213.0,164.19804711326248
Exposure-based,23832.0,149.72761680635142
Exposure-based,24447.0,158.6981601801529
Exposure-based,25059.0,143.2023327989691
Exposure-based,25677.0,158.65749842005417
Exposure-based,26290.0,177.5341877758298
Exposure-based,26904.0,203.75312469255903
Exposure-based,27515.0,204.23205774711613
Exposure-based,28131.0,212.8409156469236
Exposure-based,28743.0,214.63533709004923
Exposure-based,29355.0,211.76803902615083
Exposure-based,29982.0,237.70232868019775
Exposure-based,30598.0,248.38878426287
Exposure-based,31212.0,246.9091709794185
Exposure-based,31837.0,244.77081951344604
Exposure-based,32452.0,272.58833311202125
Exposure-based,33071.0,275.5115787907248
Exposure-based,33695.0,299.89681166328097
Exposure-based,34313.0,300.18846185000007
Exposure-based,34935.0,321.09666213506193
Exposure-based,35555.0,339.5386852737714
Exposure-based,36176.0,348.88611995288534
Exposure-based,36799.0,354.6911850161879
Exposure-based,37415.0,380.0209749703933
Exposure-based,38037.0,374.56979278076614
Exposure-based,38650.0,363.1928222624137
Exposure-based,39264.0,352.52893361441664
Exposure-based,39880.0,355.7551818655481
Exposure-based,40499.0,369.66160033191
Exposure-based,41124.0,374.26195549904327
Exposure-based,41757.0,363.9333119153066
Exposure-based,42371.0,379.0153368005121
Exposure-based,42986.0,382.1098887664342
Exposure-based,43616.0,369.2251365194286
Exposure-based,44253.0,378.8340291406624
Exposure-based,44873.0,400.9586867337854
Exposure-based,45493.0,401.3207728450114
Exposure-based,46120.0,397.01969054840345
Exposure-based,46742.0,403.1980071673042
Exposure-based,47362.0,420.36416275891855
Exposure-based,47992.0,422.882453790966
Exposure-based,48612.0,424.0763094873316
Exposure-based,49239.0,410.98799657147543
Exposure-based,49861.0,430.5422552353011
Exposure-based,50474.0,440.2894318181387
Exposure-based,51085.0,456.4400584795323
Exposure-based,51706.0,463.5944218689729
Exposure-based,52332.0,485.17619851266863
Exposure-based,52952.0,500.4318651075168
Exposure-based,53590.0,502.868984644022
Exposure-based,54216.0,516.3864331125327
Exposure-based,54857.0,520.3188730254046
Exposure-based,55479.0,517.901471705431
Exposure-based,56103.0,540.6659024654774
Exposure-based,56715.0,551.8158590151806
Exposure-based,57338.0,551.1174471341851
Exposure-based,57960.0,543.2596036943027
Exposure-based,58580.0,548.0876688915971
Exposure-based,59210.0,555.9481127022831
Exposure-based,59832.0,562.2403103214831
Exposure-based,60459.0,559.6106793368934
Exposure-based,61084.0,585.2442913389222
Exposure-based,61708.0,600.6992428545193
Exposure-based,62327.0,628.5487493597709
Exposure-based,62945.0,647.9269126607312
Exposure-based,63569.0,668.9166220257678
Exposure-based,64194.0,685.9184650737591
Exposure-based,64815.0,700.3346502721472
Exposure-based,65453.0,722.0221989394494
Exposure-based,66082.0,734.0155548087067
Exposure-based,66715.0,752.6821722806183
Exposure-based,67339.0,761.0060676877956
Exposure-based,67962.0,784.9163281391984
Exposure-based,68579.0,804.7897945465224
Exposure-based,69203.0,802.728196954145
Exposure-based,69829.0,804.1217703700411
Exposure-based,70449.0,801.0458527082073
Exposure-based,71094.0,813.0334326360077
Exposure-based,71722.0,811.6488935721815
Exposure-based,72367.0,815.8760303920326
Exposure-based,72992.0,836.5519316553339
Exposure-based,73633.0,847.5144443093898
Exposure-based,74270.0,863.8674279450042
Exposure-based,74903.0,857.1305262336424
Exposure-based,75528.0,860.0497799678876
Exposure-based,76145.0,866.1472046644312
Exposure-based,76768.0,881.3814828273768
Exposure-based,77390.0,899.169930272098
Exposure-based,78030.0,907.5834295636658
Exposure-based,78677.0,893.9735413706949
Exposure-based,79318.0,907.9413419418896
Exposure-based,79981.0,910.0435678079856
Exposure-based,80635.0,911.1049212904032
Exposure-based,81315.0,928.1708803922728
Exposure-based,81941.0,942.0290257361522
Exposure-based,82594.0,969.53328836937
Exposure-based,83256.0,961.4601986649036
Exposure-based,83900.0,973.6122718772348
Exposure-based,84527.0,979.0310794087646
Exposure-based,85176.0,973.1340360409548
Exposure-based,85802.0,989.2029901042164
Exposure-based,86454.0,1002.2731657909826
Exposure-based,87085.0,1007.2177172426378
Exposure-based,87730.0,1030.3295482525705
Exposure-based,88366.0,1032.8727635411158
Exposure-based,88997.0,1049.216313519011
Exposure-based,89633.0,1068.2098745827743
Exposure-based,90269.0,1080.1114709989631
Exposure-based,90913.0,1095.2855496501077
Exposure-based,91583.0,1108.1412624701566
Exposure-based,92248.0,1111.548421692255
Exposure-based,92911.0,1128.508932070181
Exposure-based,93564.0,1135.6852515026765
Exposure-based,94214.0,1136.3118545434886
Exposure-based,94888.0,1152.697483637541
Exposure-based,95539.0,1154.8721182994543
Exposure-based,96221.0,1162.6630147474884
Exposure-based,96854.0,1177.4732358872247
Exposure-based,97496.0,1181.3440435600685
Exposure-based,98132.0,1182.5273461991665
Exposure-based,98763.0,1186.4253090567831
Exposure-based,99458.0,1184.481556339504
Exposure-based,100123.0,1200.7086239329026
Exposure-based,100759.0,1210.8261581905144
Exposure-based,101389.0,1211.5534208719992
Exposure-based,102030.0,1220.411504763894
Exposure-based,102718.0,1220.289026403574
Exposure-based,103397.0,1208.0618342159294
Exposure-based,104096.0,1206.9134545701806
Exposure-based,104867.0,1208.9248642217003
Exposure-based,105572.0,1200.7392435811291
Exposure-based,106232.0,1203.7024690369783
Exposure-based,106941.0,1215.6002122901284
Exposure-based,107593.0,1208.5253137177372
Exposure-based,108262.0,1218.7530741384558
Exposure-based,108917.0,1221.5233496537082
Exposure-based,109596.0,1222.8896541833835
Exposure-based,110300.0,1222.8647719635858
Exposure-based,111251.0,1210.626863744924
Exposure-based,111913.0,1190.3049244154413
Exposure-based,112583.0,1206.0518318835782
Exposure-based,113223.0,1215.1653088603066
Exposure-based,113879.0,1221.4097560469072
Exposure-based,114535.0,1228.2200920854818
Exposure-based,115217.0,1238.1711878781027
Exposure-based,115984.0,1239.836252129974
Exposure-based,116653.0,1249.8069677003766
Exposure-based,117323.0,1241.8542828232814
Exposure-based,117965.0,1256.8299421699594
Exposure-based,118673.0,1252.1499639843075
Exposure-based,119413.0,1239.030101877798
Exposure-based,120108.0,1249.406125470268
Exposure-based,121023.0,1243.2573067485223
Exposure-based,121785.0,1244.4290311940883
Exposure-based,122610.0,1252.4856860878945
Exposure-based,123409.0,1274.1224974444642
Exposure-based,124137.0,1276.9239581360066
Exposure-based,124811.0,1292.9794974343097
Exposure-based,125601.0,1308.2085354168046
Exposure-based,126290.0,1323.210718234526
Exposure-based,127005.0,1315.6236556532735
Exposure-based,127836.0,1316.1102966859526
Exposure-based,128494.0,1330.0741217898667
Exposure-based,129256.0,1335.8841766482303
Exposure-based,129904.0,1346.1472155519143
Exposure-based,130547.0,1358.3149287391766
Exposure-based,131203.0,1367.9397572045284
Exposure-based,132099.0,1366.112086410061
Exposure-based,132818.0,1368.1205330423195
Exposure-based,133499.0,1385.3907462559037
Exposure-based,134187.0,1388.772998200176
Exposure-based,134961.0,1391.2713701038003
Exposure-based,135795.0,1401.2074771164446
Exposure-based,136572.0,1399.5160512519813
Exposure-based,137570.0,1397.0216179326987
Exposure-based,138265.0,1398.224244689092
Exposure-based,140026.0,1416.0783300086985
Exposure-based,140670.0,1419.5268603798029
Exposure-based,141320.0,1427.6316869215366
Exposure-based,142062.0,1432.2447659258185
Exposure-based,142719.0,1442.0170373105943
Exposure-based,143942.0,1440.4565807584272
Exposure-based,144589.0,1445.210453349406
Exposure-based,145450.0,1453.37274057666
Exposure-based,146103.0,1454.4212630681525
Exposure-based,146888.0,1464.168310756422
Exposure-based,147656.0,1464.303847648894
Exposure-based,148310.0,1469.1727690295702
Exposure-based,149137.0,1472.6579268447465
Exposure-based,149791.0,1473.16629617238
Exposure-based,150477.0,1478.4600611668377
Exposure-based,151180.0,1460.306663715231
Exposure-based,151850.0,1458.5248235302213
Exposure-based,152514.0,1461.711619615843
Exposure-based,153180.0,1460.3086564370994
Exposure-based,153846.0,1475.4735791288665
Exposure-based,154794.0,1480.242695898395
Exposure-based,155472.0,1487.84727476698
Exposure-based,156154.0,1485.7287767277653
Exposure-based,156962.0,1471.8337726098273
Exposure-based,157618.0,1473.38225105803
Exposure-based,158298.0,1491.3147819737032
Exposure-based,158959.0,1507.2904626584082
Exposure-based,159743.0,1520.49981457106
Exposure-based,160952.0,1522.6020792897566
Exposure-based,161643.0,1533.906798889757
Exposure-based,162324.0,1531.2606608855224
Exposure-based,163088.0,1543.777216859598
Exposure-based,163776.0,1558.735038240742
Exposure-based,164461.0,1569.6074602625413
Exposure-based,165136.0,1576.2480524045925
Exposure-based,165847.0,1583.712984605521
Exposure-based,166644.0,1584.3768974512593
Exposure-based,167381.0,1562.7246558310633
Exposure-based,168064.0,1564.2116849687095
Exposure-based,168747.0,1568.4806523124305
Exposure-based,169532.0,1564.3717188402195
Exposure-based,170227.0,1581.1061347705331
Exposure-based,170941.0,1602.6863701516593
Exposure-based,172068.0,1613.5134525397737
Exposure-based,172728.0,1608.6999971135515
Exposure-based,173468.0,1621.4185619076263
Exposure-based,174235.0,1632.0800125943472
Exposure-based,174920.0,1633.621465924717
Exposure-based,175692.0,1644.0570386147497
Exposure-based,176854.0,1651.599089529261
Exposure-based,177547.0,1656.195208843075
Exposure-based,178273.0,1648.7431187759958
Exposure-based,178953.0,1647.983412081712
Exposure-based,179640.0,1647.194802100567
Exposure-based,180360.0,1663.654508745813
Exposure-based,181053.0,1665.897549098166
Exposure-based,181720.0,1661.651151564865
Exposure-based,182404.0,1671.0156097161469
Exposure-based,183070.0,1676.536695320948
Exposure-based,183724.0,1671.103110628648
Exposure-based,184407.0,1669.7254564187592
Exposure-based,185126.0,1676.6229219542852
Exposure-based,185893.0,1678.548793685398
Exposure-based,186589.0,1662.5475884900789
Exposure-based,187275.0,1671.9248762224408
