strategy,fraction_targeted,cumulative_uplift
Exposure-based,189064.0,1698.853502454161
Exposure-based,189758.0,1710.0263464568422
Exposure-based,190465.0,1706.6423630750428
Exposure-based,191169.0,1704.8805819382474
Exposure-based,191858.0,1707.7936786763055
Exposure-based,192521.0,1714.379385648879
Exposure-based,193255.0,1726.284117714822
Exposure-based,193975.0,1723.659521435508
Exposure-based,194652.0,1727.213241303644
Exposure-based,195355.0,1720.342641172198
Exposure-based,196050.0,1729.8995644571692
Exposure-based,196721.0,1737.2142041085167
Exposure-based,197385.0,1744.6295281084
Exposure-based,198141.0,1754.2134419997035
Exposure-based,198859.0,1745.1212350691155
Exposure-based,199556.0,1749.069269613827
Exposure-based,200256.0,1741.4672276718427
Exposure-based,200932.0,1744.86650960651
Exposure-based,201590.0,1750.868501706298
Exposure-based,202385.0,1753.3605677011017
Exposure-based,203125.0,1738.2504282924835
Exposure-based,203826.0,1745.6644318669123
Exposure-based,204534.0,1755.8880270460736
Exposure-based,205470.0,1758.3946373373312
Exposure-based,206214.0,1768.792535794095
Exposure-based,206901.0,1770.7747941213229
Exposure-based,207596.0,1770.5374133265143
Exposure-based,208282.0,1757.665175351504
Exposure-based,208986.0,1764.7685324858137
Exposure-based,209756.0,1770.9553347710182
Exposure-based,210450.0,1783.6151672261776
Exposure-based,211129.0,1790.3117711578411
Exposure-based,211878.0,1786.3633116324545
Exposure-based,212698.0,1796.4542641453638
Exposure-based,213400.0,1804.4663864213496
Exposure-based,214399.0,1806.582495243743
Exposure-based,215211.0,1811.4177931174372
Exposure-based,216048.0,1811.725515051626
Exposure-based,216764.0,1821.9898683185495
Exposure-based,217507.0,1837.3802365272015
Exposure-based,218378.0,1829.835300236466
Exposure-based,219128.0,1836.872394576361
Exposure-based,219882.0,1824.3245270886573
Exposure-based,220943.0,1831.5156626323603
Exposure-based,221684.0,1807.6077380026145
Exposure-based,222460.0,1813.1298420903297
Exposure-based,223149.0,1814.1767937740792
Exposure-based,223891.0,1822.904087775883
Exposure-based,224602.0,1812.4339158075447
Exposure-based,225344.0,1825.759982210516
Exposure-based,226176.0,1834.217556728926
Exposure-based,226940.0,1850.4633512008984
Exposure-based,227693.0,1854.643034133314
Exposure-based,228385.0,1863.8542482417272
Exposure-based,229053.0,1856.9722586604728
Exposure-based,229785.0,1856.5372492154745
Exposure-based,230550.0,1857.2464256857936
Exposure-based,233507.0,1869.641565997804
Exposure-based,234233.0,1863.913881738678
Exposure-based,235043.0,1853.403655923286
Exposure-based,235744.0,1851.5008862094624
Exposure-based,236526.0,1857.548529193487
Exposure-based,237260.0,1867.049016110396
Exposure-based,237989.0,1866.462175652808
Exposure-based,238704.0,1869.7556938456585
Exposure-based,239609.0,1877.358484899868
Exposure-based,240412.0,1884.6700824564596
Exposure-based,241169.0,1885.3172740708048
Exposure-based,241882.0,1889.8027617007565
Exposure-based,242614.0,1884.3267937987337
Exposure-based,243443.0,1885.3778753953231
Exposure-based,244221.0,1889.8293986182189
Exposure-based,244900.0,1890.6252473321604
Exposure-based,245690.0,1896.411739163126
Exposure-based,246499.0,1904.9526648383824
Exposure-based,247241.0,1904.0292421115496
Exposure-based,248157.0,1894.3783636713272
Exposure-based,248918.0,1903.0490228583249
Exposure-based,249691.0,1898.6054816984313
Exposure-based,250446.0,1900.1586380226115
Exposure-based,251184.0,1900.3770208148733
Exposure-based,251936.0,1909.405695067574
Exposure-based,252731.0,1909.9269936442504
Exposure-based,253502.0,1916.344040927317
Exposure-based,254285.0,1919.4134492486337
Exposure-based,255067.0,1924.4787389331973
Exposure-based,255799.0,1931.5112199807047
Exposure-based,256541.0,1939.7121580822331
Exposure-based,257333.0,1946.4837822102745
Exposure-based,258197.0,1953.597644012113
Exposure-based,258927.0,1955.438953394634
Exposure-based,259606.0,1961.1341679726556
Exposure-based,260433.0,1973.9905867110197
Exposure-based,261126.0,1979.385183280326
Exposure-based,261901.0,1977.3023276359647
Exposure-based,262732.0,1983.8304558702464
Exposure-based,263471.0,1991.342936766286
Exposure-based,264266.0,2004.55474127507
Exposure-based,265035.0,2013.2183087079711
Exposure-based,265762.0,2013.587304027672
Exposure-based,266635.0,2010.7773241066873
Exposure-based,267388.0,2005.768984389539
Exposure-based,268268.0,1988.5747581921823
Exposure-based,269054.0,1993.5871371396895
Exposure-based,269779.0,1988.3719202645073
Exposure-based,270486.0,1995.586954850371
Exposure-based,271296.0,2002.4256505713256
Exposure-based,272193.0,2013.4988881848697
Exposure-based,273019.0,2013.0983918993
Exposure-based,273792.0,2014.9874074472784
Exposure-based,274930.0,2029.3495904726285
Exposure-based,275690.0,2037.234343842072
Exposure-based,276534.0,2037.6492647625755
Exposure-based,277360.0,2040.2383372236472
Exposure-based,278166.0,2045.3514439323635
Exposure-based,278911.0,2055.883786727508
Exposure-based,279816.0,2067.0359534990957
Exposure-based,280958.0,2070.6870595239557
Exposure-based,281704.0,2075.7274558993813
Exposure-based,282561.0,2082.3084316376153
Exposure-based,283592.0,2094.8303087832937
Exposure-based,284324.0,2105.0349533803537
Exposure-based,285030.0,2087.5884814008114
Exposure-based,285758.0,2090.8042953340805
Exposure-based,286539.0,2093.481279208605
Exposure-based,287248.0,2101.9870183328585
Exposure-based,288061.0,2111.176342248438
Exposure-based,289090.0,2122.7537654249527
Exposure-based,289875.0,2120.219120803186
Exposure-based,290772.0,2125.562360568619
Exposure-based,291545.0,2122.352452124004
Exposure-based,292317.0,2116.6182440841385
Exposure-based,293112.0,2122.7290378916687
Exposure-based,293864.0,2118.6546256627994
Exposure-based,294706.0,2112.710305754298
Exposure-based,295683.0,2124.4205504703395
Exposure-based,296508.0,2134.3122362499935
Exposure-based,297411.0,2138.312878666429
Exposure-based,298183.0,2145.207495148153
Exposure-based,298929.0,2151.2319202247504
Exposure-based,299769.0,2153.6884911239877
Exposure-based,300481.0,2158.5965191431137
Exposure-based,301271.0,2158.6824804336234
Exposure-based,302529.0,2162.212049841891
Exposure-based,303354.0,2161.898631013035
Exposure-based,304197.0,2148.188902674965
Exposure-based,304969.0,2149.2902196395708
Exposure-based,305778.0,2154.059229491369
Exposure-based,306553.0,2136.8942003838993
Exposure-based,307308.0,2129.756514229932
Exposure-based,308028.0,2130.5875601427874
Exposure-based,308762.0,2140.07755823583
Exposure-based,309894.0,2136.9298386720825
Exposure-based,310873.0,2126.9582652230824
Exposure-based,311819.0,2131.150106817713
Exposure-based,312680.0,2141.379979338197
Exposure-based,313491.0,2152.333930928498
Exposure-based,314313.0,2156.33990510538
Exposure-based,315272.0,2153.9318854608423
Exposure-based,316028.0,2156.905669740958
Exposure-based,317046.0,2166.59243150326
Exposure-based,317783.0,2170.139285088876
Exposure-based,318528.0,2174.4817717133037
Exposure-based,319306.0,2183.2951304023272
Exposure-based,320055.0,2190.523488494236
Exposure-based,320877.0,2191.829153165959
Exposure-based,321668.0,2198.9674095647924
Exposure-based,322466.0,2196.530601955914
Exposure-based,323327.0,2205.6192583242864
Exposure-based,324103.0,2204.4200173601917
Exposure-based,324986.0,2211.4901720731914
Exposure-based,325843.0,2209.700847084973
Exposure-based,326683.0,2214.1146943879953
Exposure-based,327500.0,2210.960989384968
Exposure-based,328377.0,2219.5559767944483
Exposure-based,329358.0,2226.118221360003
Exposure-based,330056.0,2225.127337842738
Exposure-based,330819.0,2227.0094250940574
Exposure-based,331660.0,2223.07429661856
Exposure-based,332430.0,2230.422051334632
Exposure-based,333272.0,2236.48712000558
Exposure-based,334112.0,2237.177310200689
Exposure-based,334900.0,2236.3862920896217
Exposure-based,335714.0,2246.810386979331
Exposure-based,336456.0,2239.407388411462
Exposure-based,337191.0,2242.070300035463
Exposure-based,337957.0,2250.4672068412165
Exposure-based,338638.0,2258.147234342962
Exposure-based,339409.0,2262.182036793449
Exposure-based,340380.0,2260.1133068719532
Exposure-based,341195.0,2262.6612479446794
Exposure-based,341988.0,2237.5422410858846
Exposure-based,342796.0,2244.3930113524566
Exposure-based,343590.0,2246.6956500885913
Exposure-based,344399.0,2228.6458670093916
Exposure-based,345172.0,2225.2417100471857
Exposure-based,345945.0,2224.3615530867246
Exposure-based,346753.0,2233.595501272908
Exposure-based,347508.0,2240.1779045825147
Exposure-based,348315.0,2237.3915590121223
Exposure-based,349317.0,2245.4019676925627
Exposure-based,350398.0,2249.2782609454853
Exposure-based,351551.0,2247.621449516673
Exposure-based,352433.0,2252.0571677692824
Exposure-based,353344.0,2254.4290375590417
Exposure-based,354191.0,2257.558096202653
Exposure-based,355314.0,2258.1141638924755
Exposure-based,356259.0,2261.1964339070705
Exposure-based,357190.0,2258.1933490136507
Exposure-based,358028.0,2262.6020468281704
Exposure-based,358934.0,2266.9017311632338
Exposure-based,360133.0,2271.9033748640077
Exposure-based,361065.0,2263.3080856161087
Exposure-based,361865.0,2268.462867486648
Exposure-based,362784.0,2268.176468615226
Exposure-based,363718.0,2273.002400945812
Exposure-based,365041.0,2271.9284201725236
Exposure-based,365957.0,2279.167573423902
Exposure-based,366890.0,2282.886710464252
Exposure-based,368004.0,2283.257958665125
Exposure-based,369230.0,2283.3205919132974
Exposure-based,370726.0,2292.8511490247
Exposure-based,372272.0,2291.953883850849
Exposure-based,373221.0,2297.0829553557605
Exposure-based,373972.0,2292.063527240172
Exposure-based,375180.0,2296.4612640097766
Exposure-based,376165.0,2304.421475329431
Exposure-based,376909.0,2312.7518077414375
Exposure-based,377741.0,2314.9172676441085
Exposure-based,378613.0,2314.263069773709
Exposure-based,380146.0,2315.369435909816
Exposure-based,380952.0,2324.136461267974
Exposure-based,381667.0,2332.5260215833437
Exposure-based,382788.0,2312.7675484945285
Exposure-based,383611.0,2315.3646163411267
Exposure-based,384388.0,2319.571903579673
Exposure-based,385416.0,2317.7886691628314
Exposure-based,386338.0,2306.5267008393175
Exposure-based,387525.0,2305.515456195173
Exposure-based,388382.0,2306.3497801937824
Exposure-based,389159.0,2311.9184495172585
Exposure-based,390068.0,2318.215866734845
Exposure-based,390814.0,2323.68946856141
Exposure-based,392125.0,2315.3356775130446
Exposure-based,393004.0,2321.6070186652646
Exposure-based,393767.0,2330.1979925560395
Exposure-based,394544.0,2335.286443191547
Exposure-based,395730.0,2336.3286768072567
Exposure-based,397503.0,2340.1360568000496
Exposure-based,398440.0,2342.907295758629
Exposure-based,399279.0,2347.5191721541028
Exposure-based,400180.0,2337.3057486338753
Exposure-based,401082.0,2349.108824719433
Exposure-based,401871.0,2354.753256847781
Exposure-based,402775.0,2357.4504405358766
Exposure-based,403550.0,2365.4967468815817
Exposure-based,404384.0,2362.211630231419
Exposure-based,405213.0,2354.3090496953255
Exposure-based,406253.0,2359.342305421143
Exposure-based,407298.0,2364.6009966617708
Exposure-based,408141.0,2352.7866331103955
Exposure-based,409319.0,2349.4101851326877
Exposure-based,410433.0,2347.4203933333524
Exposure-based,411397.0,2343.4223848240204
Exposure-based,412502.0,2348.122511268716
Exposure-based,413717.0,2352.0443603798885
Exposure-based,414733.0,2357.713269143097
Exposure-based,415950.0,2363.810416793833
Exposure-based,417136.0,2375.410885167972
Exposure-based,418908.0,2372.4723744744942
Exposure-based,419968.0,2376.663014030852
Exposure-based,421048.0,2372.923334501541
Exposure-based,422185.0,2362.722217044673
Exposure-based,423541.0,2349.332022571786
Exposure-based,425242.0,2353.2707910238714
Exposure-based,426234.0,2357.356531755252
Exposure-based,428422.0,2361.037419084334
Exposure-based,430640.0,2363.036622342941
Exposure-based,432073.0,2365.249741861459
Exposure-based,434567.0,2376.930083044186
Exposure-based,435757.0,2379.081116594874
Exposure-based,436590.0,2383.110396540364
Exposure-based,437572.0,2390.915864834002
Exposure-based,438482.0,2393.5262943456196
Exposure-based,439611.0,2396.076354646992
Exposure-based,440523.0,2383.3959246300356
Exposure-based,441754.0,2367.3972199648233
Exposure-based,443472.0,2371.4856059651747
Exposure-based,444254.0,2364.417629580893
Exposure-based,445025.0,2369.76238477917
Exposure-based,446081.0,2378.3253291097176
Exposure-based,447219.0,2384.2203539499333
Exposure-based,448102.0,2386.358445110749
Exposure-based,449694.0,2392.3732998064565
Exposure-based,450859.0,2396.4913511608106
Exposure-based,452046.0,2388.176379670287
Exposure-based,452834.0,2390.925218092716
Exposure-based,454017.0,2396.1592749093365
Exposure-based,454891.0,2403.3784134017715
Exposure-based,455840.0,2399.9552031000694
Exposure-based,457097.0,2404.116511728684
Exposure-based,457981.0,2407.0051059824254
Exposure-based,458959.0,2407.905245562474
Exposure-based,459996.0,2412.454367703327
Exposure-based,461016.0,2403.769225752409
Exposure-based,462412.0,2403.3922261353973
Exposure-based,463647.0,2411.0444254094305
Exposure-based,465578.0,2420.474107849749
Exposure-based,466453.0,2423.5391349257397
Exposure-based,468562.0,2422.5554465466316
Exposure-based,469407.0,2432.228633874625
Exposure-based,470357.0,2437.025112764103
Exposure-based,471565.0,2435.4519431099948
Exposure-based,472741.0,2444.5645492487547
Exposure-based,474966.0,2447.672407123289
Exposure-based,476319.0,2452.0728573672277
Exposure-based,477927.0,2454.18284759865
Exposure-based,478886.0,2448.8104687461146
Exposure-based,480976.0,2450.1146605263875
Exposure-based,483840.0,2451.1554569781833
Exposure-based,484849.0,2449.085859065852
Exposure-based,485710.0,2453.9364661681125
Exposure-based,486685.0,2457.2808890948313
Exposure-based,487682.0,2462.9826584015764
Exposure-based,488635.0,2459.3001965094895
Exposure-based,489717.0,2465.224801266761
Exposure-based,490607.0,2470.4438954079283
Exposure-based,491666.0,2480.155775671219
Exposure-based,492734.0,2480.6094570993864
Exposure-based,494193.0,2474.196726265738
Exposure-based,494961.0,2455.455925468906
Exposure-based,495967.0,2458.834713951071
Exposure-based,496770.0,2464.93408931347
Exposure-based,497578.0,2460.049760326497
Exposure-based,498369.0,2465.5768282436006
Exposure-based,500746.0,2467.177390159267
Exposure-based,501492.0,2471.324945019637
Exposure-based,502288.0,2472.2166805257566
Exposure-based,504010.0,2479.7166941736823
Exposure-based,504935.0,2471.2157672853314
Exposure-based,506307.0,2475.6020867183533
Exposure-based,507385.0,2456.5196794670533
Exposure-based,508966.0,2456.7512945190974
Exposure-based,510445.0,2463.13187429667
Exposure-based,511256.0,2470.7158406670405
Exposure-based,512039.0,2467.6723146641048
Exposure-based,512818.0,2472.0549050320537
Exposure-based,513683.0,2470.712442022897
Exposure-based,514431.0,2476.282620295596
Exposure-based,515290.0,2482.3812282180247
Exposure-based,516056.0,2474.5535109474577
Exposure-based,517018.0,2476.790946455516
Exposure-based,517811.0,2477.8576262489064
Exposure-based,518944.0,2482.2616646173446
Exposure-based,519741.0,2470.1852104875557
Exposure-based,520938.0,2455.863129509106
Exposure-based,521863.0,2462.9261244233867
Exposure-based,522606.0,2452.649798642465
Exposure-based,523333.0,2445.521528848229
Exposure-based,524148.0,2448.7180777669514
Exposure-based,524879.0,2453.3047550700812
Exposure-based,527087.0,2458.5233492975585
Exposure-based,527950.0,2460.343384078984
Exposure-based,528934.0,2462.550054555786
Exposure-based,529739.0,2460.916157855419
Exposure-based,530669.0,2464.655409719847
Exposure-based,531614.0,2461.534454173973
Exposure-based,532439.0,2454.9112198813923
Exposure-based,533282.0,2454.305523421927
Exposure-based,534206.0,2462.35199304658
Exposure-based,535163.0,2465.4780114157365
Exposure-based,536397.0,2471.2268397135927
Exposure-based,537433.0,2480.448335622401
Exposure-based,539130.0,2486.1780587850526
Exposure-based,539953.0,2489.64445655344
Exposure-based,541160.0,2491.1681283562207
Exposure-based,542029.0,2495.4644004095976
Exposure-based,543055.0,2493.618283613153
Exposure-based,544277.0,2493.762849227976
Exposure-based,545225.0,2489.346767226554
Exposure-based,546183.0,2495.96480508754
Exposure-based,547117.0,2486.4293912556013
Exposure-based,548012.0,2477.228295122656
Exposure-based,549005.0,2484.9607377229727
Exposure-based,549911.0,2489.190688963205
Exposure-based,550802.0,2492.263169578968
Exposure-based,551645.0,2497.4458008934566
Exposure-based,552990.0,2502.2055746671545
Exposure-based,554333.0,2500.90376285885
Exposure-based,555358.0,2506.379799145208
Exposure-based,556909.0,2511.6803137423963
Exposure-based,557840.0,2518.787702584009
Exposure-based,558624.0,2524.251170216599
Exposure-based,559687.0,2520.893524313651
Exposure-based,560655.0,2517.1821675735646
Exposure-based,561723.0,2522.4129781486677
Exposure-based,563942.0,2521.446682877252
Exposure-based,565224.0,2522.6085855433153
Exposure-based,566248.0,2524.7313847004366
Exposure-based,567142.0,2525.9538656419854
Exposure-based,568769.0,2530.3875618674833
Exposure-based,570083.0,2538.0958443777567
Exposure-based,571754.0,2543.095903714632
Exposure-based,574996.0,2544.45148645858
Exposure-based,580107.0,2548.818559781217
Exposure-based,581086.0,2553.554861978359
Exposure-based,581959.0,2555.432572872061
Exposure-based,582814.0,2557.915284828303
Exposure-based,583812.0,2559.6636521642104
Exposure-based,585485.0,2552.9866718483268
Exposure-based,586405.0,2558.303731673774
Exposure-based,587475.0,2562.6347081801587
Exposure-based,588652.0,2565.1675425293424
Exposure-based,589743.0,2559.7561617062847
Exposure-based,591015.0,2555.8555302900763
Exposure-based,592682.0,2558.6447562639455
Exposure-based,593737.0,2539.484968362551
Exposure-based,594552.0,2543.02127192383
Exposure-based,595459.0,2548.737515456471
Exposure-based,596301.0,2553.5400364203565
Exposure-based,599911.0,2558.9137144555943
Exposure-based,602564.0,2550.264618504844
Exposure-based,603764.0,2554.1163350782344
Exposure-based,604767.0,2558.1791408742583
Exposure-based,605868.0,2564.863879468164
Exposure-based,607852.0,2560.3897664872875
Exposure-based,609111.0,2561.5891525990933
Exposure-based,610262.0,2565.8638417770294
Exposure-based,611255.0,2569.4328517171343
Exposure-based,612173.0,2573.0353275509124
Exposure-based,613047.0,2581.170194194881
Exposure-based,614087.0,2584.2387765831845
Exposure-based,615085.0,2580.0488897032956
Exposure-based,616240.0,2583.3756758731597
Exposure-based,617926.0,2588.7589653853374
Exposure-based,618852.0,2576.618121453916
Exposure-based,619951.0,2574.4212078364626
Exposure-based,620880.0,2566.8420316438433
Exposure-based,624393.0,2572.5443690871925
Exposure-based,625432.0,2578.7873698230906
Exposure-based,626543.0,2571.3330790212044
Exposure-based,627546.0,2567.367136795771
Exposure-based,628641.0,2569.1500580764746
Exposure-based,629621.0,2566.825942346996
Exposure-based,630862.0,2557.462326548881
Exposure-based,631874.0,2557.962586769218
Exposure-based,632684.0,2559.747284576485
Exposure-based,633526.0,2563.4328681548755
Exposure-based,634520.0,2566.436351870175
Exposure-based,635328.0,2567.068928236058
Exposure-based,636233.0,2570.5092862542997
Exposure-based,637075.0,2571.0805188151166
Exposure-based,637996.0,2573.0088333185527
Exposure-based,638804.0,2568.034528994693
Exposure-based,639744.0,2574.7853483983076
Exposure-based,641029.0,2561.0908068206536
Exposure-based,642066.0,2567.1040908395125
Exposure-based,643092.0,2572.055899519103
Exposure-based,643932.0,2572.9831849305388
Exposure-based,644899.0,2576.3028638064507
Exposure-based,645717.0,2571.1755492435163
Exposure-based,646580.0,2573.647225169275
Exposure-based,647696.0,2580.175996343462
Exposure-based,648590.0,2583.160413079456
Exposure-based,649423.0,2585.5796676540776
Exposure-based,650418.0,2583.108782808293
Exposure-based,651574.0,2586.279896016778
Exposure-based,652605.0,2589.436040439797
Exposure-based,653508.0,2591.7154111478058
Exposure-based,654469.0,2591.5602787116154
Exposure-based,655582.0,2589.8486140974805
Exposure-based,656571.0,2586.743118925412
Exposure-based,657542.0,2591.5784690458795
Exposure-based,658615.0,2589.156711477866
Exposure-based,659858.0,2587.671825636147
Exposure-based,661375.0,2586.3112900154106
Exposure-based,662631.0,2592.0538609701625
Exposure-based,663674.0,2598.8552737155555
Exposure-based,664680.0,2604.157523935885
Exposure-based,666053.0,2607.2326156531403
Exposure-based,667479.0,2609.6582082152836
Exposure-based,669640.0,2613.0287249665953
Exposure-based,672094.0,2616.4956305789065
Exposure-based,674269.0,2623.6900689563267
Exposure-based,675443.0,2626.309685803348
Exposure-based,676661.0,2629.242352798638
Exposure-based,677904.0,2633.972235580892
Exposure-based,679480.0,2641.0578386315815
Exposure-based,680522.0,2644.326852359205
Exposure-based,681986.0,2648.827881605862
Exposure-based,683389.0,2651.210870950827
Exposure-based,684612.0,2645.2611105709593
Exposure-based,685711.0,2647.3405024150647
Exposure-based,687026.0,2650.9846302608016
Exposure-based,688198.0,2656.1888520023062
Exposure-based,689636.0,2656.035824265819
Exposure-based,690603.0,2659.9180047045347
Exposure-based,692024.0,2658.571018890867
Exposure-based,693412.0,2668.1939810060894
Exposure-based,695273.0,2671.367248985615
Exposure-based,696590.0,2678.2635662275493
Exposure-based,697742.0,2682.342695662268
Exposure-based,699251.0,2688.0292009459076
Exposure-based,701023.0,2686.045545054261
Exposure-based,702523.0,2693.8118459306265
Exposure-based,703627.0,2700.645556296063
Exposure-based,704749.0,2702.971427306334
Exposure-based,706297.0,2707.36518185463
Exposure-based,707535.0,2712.423455786893
Exposure-based,708973.0,2725.3274455104456
Exposure-based,710134.0,2726.0716574076946
Exposure-based,711605.0,2715.4806504800213
Exposure-based,713208.0,2722.514506037485
Exposure-based,714811.0,2726.0694876402504
Exposure-based,716048.0,2698.833825505357
Exposure-based,717549.0,2701.2975292877286
Exposure-based,718897.0,2707.162531678836
Exposure-based,719933.0,2703.335344587114
Exposure-based,721035.0,2703.73894135595
Exposure-based,722491.0,2704.8557243075675
Exposure-based,723797.0,2708.2134057802587
Exposure-based,724941.0,2715.5052694731307
Exposure-based,726103.0,2720.861750116752
Exposure-based,727521.0,2725.809221518839
Exposure-based,728697.0,2729.492415355625
Exposure-based,730059.0,2730.192861409313
Exposure-based,731120.0,2728.980037472146
Exposure-based,732444.0,2732.766059410663
Exposure-based,733614.0,2728.267498817851
Exposure-based,734961.0,2734.4910619977895
Exposure-based,736233.0,2741.8833288150736
Exposure-based,737759.0,2746.0248924759053
Exposure-based,738910.0,2749.6705245138346
Exposure-based,740652.0,2754.2936056950025
Exposure-based,741820.0,2755.699376111116
Exposure-based,743591.0,2760.5552043819443
Exposure-based,745042.0,2750.598551532938
Exposure-based,746911.0,2750.586633891083
Exposure-based,748650.0,2757.181905198361
Exposure-based,750488.0,2762.826404164719
Exposure-based,751886.0,2761.868508401641
Exposure-based,753242.0,2751.092630773086
Exposure-based,754774.0,2755.515037049587
Exposure-based,756358.0,2745.914047418133
Exposure-based,758604.0,2752.870692720518
Exposure-based,760165.0,2757.2140462340712
Exposure-based,761337.0,2750.700485649795
Exposure-based,763326.0,2757.1250291188157
Exposure-based,765245.0,2762.766899366724
Exposure-based,766720.0,2766.669566770217
Exposure-based,767899.0,2756.607941870072
Exposure-based,769740.0,2762.6976786728305
Exposure-based,771133.0,2758.816991132669
Exposure-based,772908.0,2763.9696942186774
Exposure-based,774426.0,2765.9536730788
Exposure-based,776040.0,2764.823806024714
Exposure-based,777875.0,2774.3722057346945
Exposure-based,779417.0,2778.5939862915607
Exposure-based,780792.0,2777.309360629486
Exposure-based,782495.0,2781.9800320885392
Exposure-based,784085.0,2788.128188289548
Exposure-based,785784.0,2782.809112816595
Exposure-based,787285.0,2787.244908560346
Exposure-based,789115.0,2796.6141908505024
Exposure-based,790664.0,2790.5712822647815
Exposure-based,792689.0,2790.4033784945973
Exposure-based,794423.0,2797.419669311715
Exposure-based,795684.0,2786.89590200488
Exposure-based,797588.0,2796.3827931025476
Exposure-based,799546.0,2799.103625497909
Exposure-based,801367.0,2796.188832441366
Exposure-based,803369.0,2801.3385497520194
Exposure-based,805012.0,2808.170608055002
Exposure-based,806827.0,2801.3069715466636
Exposure-based,809090.0,2802.9760574508723
Exposure-based,810866.0,2804.023968036267
Exposure-based,812583.0,2794.08455372099
Exposure-based,814471.0,2792.3181491297983
Exposure-based,816418.0,2795.5371854523346
Exposure-based,818856.0,2801.2259350668155
Exposure-based,822031.0,2803.3929994657365
Exposure-based,824412.0,2809.101977364052
Exposure-based,826524.0,2817.57533193426
Exposure-based,828401.0,2824.4916068691946
Exposure-based,831063.0,2824.5665826805475
Exposure-based,833375.0,2826.10643962097
Exposure-based,835081.0,2823.3622775962485
Exposure-based,837678.0,2822.1003602190153
Exposure-based,841157.0,2829.213824645617
Exposure-based,842997.0,2825.6511446308973
Exposure-based,844883.0,2819.830272775609
Exposure-based,846625.0,2825.129589016278
Exposure-based,848360.0,2831.0209878155406
Exposure-based,850784.0,2838.217275881572
Exposure-based,852430.0,2835.6359582568966
Exposure-based,853927.0,2837.0018694790847
Exposure-based,856019.0,2845.488898747702
Exposure-based,858406.0,2845.5736895023388
Exposure-based,863213.0,2836.6350053459378
Exposure-based,865517.0,2834.585629904846
Exposure-based,867993.0,2841.0361708523633
Exposure-based,871056.0,2846.5391179088956
Exposure-based,874709.0,2852.0430663705665
Exposure-based,876574.0,2853.9903858529465
Exposure-based,879159.0,2850.8295259456445
Exposure-based,881429.0,2835.041317353539
Exposure-based,885113.0,2843.957034944124
Exposure-based,887547.0,2849.0340690146145
Exposure-based,889226.0,2854.495616528458
Exposure-based,892650.0,2853.638297461865
Exposure-based,895488.0,2852.261042564917
Exposure-based,897675.0,2859.267121243118
Exposure-based,900348.0,2862.9346710325417
Exposure-based,903491.0,2863.247851989378
Exposure-based,905857.0,2872.946600402165
Exposure-based,908425.0,2874.2038485744047
Exposure-based,910781.0,2879.8350784951217
Exposure-based,912888.0,2878.711160661665
Exposure-based,915256.0,2884.9677956960772
Exposure-based,917834.0,2885.872327965309
Exposure-based,921025.0,2889.155169761654
Exposure-based,925234.0,2889.670265579211
Exposure-based,927941.0,2880.2411614340353
Exposure-based,931161.0,2884.0632955373644
Exposure-based,935114.0,2881.646435669127
Exposure-based,939651.0,2883.819753428043
Exposure-based,942484.0,2880.492130312746
Exposure-based,945121.0,2879.0306838690644
Exposure-based,947830.0,2875.950347694062
Exposure-based,950162.0,2871.6057770810794
Exposure-based,952814.0,2875.475029915717
Exposure-based,955812.0,2871.3929810389964
Exposure-based,958117.0,2866.899808389174
Exposure-based,960712.0,2872.6630230439578
Exposure-based,963886.0,2862.5465743217255
Exposure-based,966177.0,2868.8178949463313
Exposure-based,969969.0,2869.389078707805
Exposure-based,972356.0,2875.9373251473385
Exposure-based,975915.0,2877.9145781614525
Exposure-based,979124.0,2885.119411527813
Exposure-based,982068.0,2889.525703967481
Exposure-based,984787.0,2890.7087863764905
Exposure-based,987709.0,2887.4496127185334
Exposure-based,990578.0,2889.0170515749005
Exposure-based,994336.0,2893.0717278513466
Exposure-based,996811.0,2887.7550913969917
Exposure-based,1000164.0,2891.2068105621183
Exposure-based,1005070.0,2895.171675756804
Exposure-based,1009796.0,2901.050546215917
Exposure-based,1014543.0,2904.3364877207364
Exposure-based,1020433.0,2906.237255008472
Exposure-based,1027260.0,2909.233725994299
Exposure-based,1037256.0,2914.903236516052
Exposure-based,1041920.0,2912.565188232148
Exposure-based,1045268.0,2915.1283037044486
Exposure-based,1049094.0,2919.386182120835
Exposure-based,1052428.0,2923.469357271559
Exposure-based,1057353.0,2924.913808711735
Exposure-based,1063647.0,2927.488095791313
Exposure-based,1069195.0,2934.6949220695833
Exposure-based,1073451.0,2936.946588530784
Exposure-based,1077817.0,2939.9915082860566
Exposure-based,1084035.0,2936.5067310747377
Exposure-based,1090393.0,2933.0758228940545
Exposure-based,1099093.0,2933.9762627100963
Exposure-based,1106612.0,2937.1467484173604
Exposure-based,1115506.0,2938.3933897987968
Exposure-based,1126343.0,2944.342312600302
Exposure-based,1135128.0,2946.6823620288733
Exposure-based,1144061.0,2944.2240832310363
Exposure-based,1148679.0,2943.895522681215
Exposure-based,1158872.0,2947.4549808957704
Exposure-based,1165498.0,2950.293212666834
Exposure-based,1171468.0,2951.2214880039646
Exposure-based,1178209.0,2951.768351304189
Exposure-based,1185462.0,2944.876196036183
Exposure-based,1196760.0,2952.229963855983
Exposure-based,1206502.0,2953.7113211375786
